Frame,"Comp_Sky (ms)","G-Buffer (ms)","RT (ms)","SVGF_Spatial_1 (ms)","SVGF_Spatial_16 (ms)","SVGF_Spatial_2 (ms)","SVGF_Spatial_4 (ms)","SVGF_Spatial_8 (ms)","SVGF_Temp (ms)"
1490,0.056544,0.48096,2.45091,0.270208,0.25792,0.255872,0.251808,0.251808,0.274336
1491,0.055776,0.482112,2.44592,0.270208,0.258944,0.255872,0.251808,0.251808,0.27024
1492,0.05632,0.481536,2.74173,0.26816,0.26,0.255872,0.24976,0.251808,0.2784
1493,0.056544,0.479776,2.44736,0.268192,0.258976,0.255904,0.24976,0.251808,0.27024
1494,0.055744,0.47904,2.44813,0.27024,0.259968,0.255904,0.250784,0.251776,0.272256
1495,0.056384,0.47856,2.45555,0.269216,0.259968,0.255904,0.249728,0.251808,0.27024
1496,0.056544,0.48144,2.74998,0.268192,0.259968,0.255904,0.249728,0.251808,0.27024
1497,0.055712,0.479808,2.44387,0.27024,0.258944,0.255904,0.249728,0.251808,0.272256
1498,0.056416,0.48112,2.46166,0.27024,0.25792,0.255904,0.250784,0.251808,0.272288
1499,0.056672,0.479968,2.45171,0.271264,0.259968,0.528288,0.25312,0.251808,0.272256
1500,0.055936,0.47808,2.44598,0.26816,0.26,0.255872,0.251776,0.251776,0.271264
1501,0.056224,0.478176,2.45693,0.268192,0.26,0.255904,0.24976,0.251808,0.27024
1502,0.056384,0.481824,2.44694,0.27024,0.259936,0.255904,0.251776,0.250848,0.270208
1503,0.055744,0.47824,2.74,0.27024,0.26,0.255904,0.251808,0.251808,0.27024
1504,0.05648,0.478208,2.45619,0.26816,0.26,0.255872,0.24976,0.251776,0.269184
1505,0.056064,0.48,2.4543,0.268192,0.259968,0.253856,0.251776,0.251808,0.272288
1506,0.056,0.480096,2.4472,0.26816,0.267552,0.255904,0.251776,0.442272,0.27024
1507,0.056544,0.480992,2.63808,0.27024,0.26,0.255904,0.251808,0.251776,0.274336
1508,0.056288,0.484576,2.44762,0.268192,0.26,0.255904,0.249728,0.250752,0.272288
1509,0.05568,0.4832,2.44874,0.270208,0.259968,0.256928,0.251776,0.251808,0.272288
1510,0.0568,0.477856,2.73075,0.269696,0.25792,0.255744,0.24976,0.251808,0.425856
1511,0.056384,0.48096,2.45216,0.26816,0.26,0.255872,0.24976,0.251776,0.27024
1512,0.055808,0.478592,2.45133,0.27024,0.259968,0.255904,0.24976,0.250784,0.270208
1513,0.05952,0.480096,2.4577,0.268192,0.259968,0.256928,0.251776,0.251808,0.27024
1514,0.056608,0.790432,2.45286,0.27024,0.258976,0.255904,0.24976,0.251808,0.272256
1515,0.055904,0.485504,2.44774,0.27024,0.259968,0.255904,0.250752,0.251808,0.270208
1516,0.056544,0.478784,2.45731,0.269216,0.26,0.255904,0.251808,0.251776,0.26816
1517,0.056384,0.477984,2.73171,0.268192,0.26,0.255904,0.24976,0.251808,0.276352
1518,0.055872,0.47936,2.44813,0.27024,0.258944,0.255904,0.249728,0.251808,0.27024
1519,0.056384,0.47984,2.45696,0.26816,0.259968,0.255872,0.250752,0.251808,0.270208
1520,0.05632,0.483584,2.45005,0.269216,0.259968,0.255904,0.251776,0.251808,0.272288
1521,0.055968,0.478848,2.73718,0.26816,0.259968,0.255872,0.251808,0.251776,0.272288
1522,0.05712,0.481952,2.45907,0.270208,0.258944,0.255872,0.24976,0.251776,0.268192
1523,0.056,0.479584,2.44758,0.268192,0.25792,0.255904,0.250784,0.251808,0.268192
1524,0.056288,0.480512,2.44896,0.548768,0.259968,0.259264,0.251776,0.251776,0.26816
1525,0.056288,0.479872,2.46208,0.268192,0.26,0.255904,0.24976,0.251808,0.268192
1526,0.056576,0.484864,2.44986,0.268192,0.258944,0.255904,0.251808,0.251776,0.27024
1527,0.055968,0.478656,2.45152,0.26816,0.259968,0.253824,0.24976,0.250784,0.270208
1528,0.056448,0.481824,2.75734,0.268192,0.259968,0.255904,0.249728,0.251808,0.27024
1529,0.056064,0.479936,2.63149,0.267424,0.26,0.253824,0.24976,0.251776,0.4064
1530,0.056128,0.47824,2.44918,0.26816,0.478112,0.255872,0.251808,0.251776,0.26816
1531,0.056896,0.480864,2.45747,0.26752,0.263392,0.255872,0.251808,0.45456,0.441248
1532,0.056,0.653792,2.44989,0.268192,0.462752,0.255904,0.251808,0.251808,0.272288
1533,0.055296,0.478592,2.45174,0.270208,0.259968,0.255872,0.250752,0.251808,0.26816
1534,0.05616,0.684416,2.4649,0.270208,0.25792,0.255872,0.251808,0.252832,0.27024
1535,0.056384,0.483136,2.74848,0.268192,0.259968,0.255904,0.249728,0.251808,0.268192
1536,0.055744,0.483776,3.04547,0.26816,0.259968,0.255904,0.251776,0.251776,0.268192
1537,0.056096,0.482528,2.45597,0.269216,0.259968,0.255904,0.249728,0.251808,0.268192
1538,0.056096,0.479328,2.44957,0.461728,0.414624,0.25936,0.251808,0.251808,0.27024
1539,0.055488,0.478432,2.44336,0.27024,0.259968,0.255904,0.250752,0.251808,0.270208
1540,0.056,0.848448,2.47709,0.266112,0.25792,0.255872,0.24976,0.251776,0.26816
1541,0.056096,0.683936,2.45184,0.26816,0.258944,0.255872,0.24976,0.251808,0.270208
1542,0.056032,0.48608,2.84278,0.26816,0.259968,0.255904,0.249728,0.251808,0.268192
1543,0.056608,0.479808,3.06877,0.268192,0.257952,0.255904,0.249728,0.251808,0.268192
1544,0.055872,0.479552,2.45181,0.27024,0.26,0.255904,0.24976,0.250752,0.272256
1545,0.055808,0.47984,2.66848,0.26816,0.259968,0.40336,0.2552,0.251776,0.272288
1546,0.057184,0.479968,2.46154,0.270208,0.586784,0.255872,0.24976,0.251808,0.271264
1547,0.056192,0.710432,2.45376,0.270208,0.258944,0.255872,0.24976,0.251776,0.27024
1548,0.05568,0.48176,2.4519,0.27024,0.259968,0.255904,0.2528,0.251808,0.272288
1549,0.056032,0.765344,2.6383,0.269184,0.26,0.255872,0.249728,0.251776,0.27024
1550,0.05648,0.485536,2.88659,0.268192,0.26,0.253824,0.24976,0.251776,0.270208
1551,0.055456,0.481152,2.45459,0.26816,0.259968,0.253856,0.250752,0.251776,0.268192
1552,0.056032,0.481088,2.76883,0.26816,0.26,0.253856,0.24976,0.251808,0.272288
1553,0.055936,0.48048,2.45072,0.26816,0.259968,0.256928,0.249728,0.251808,0.270208
1554,0.055968,0.479904,2.45005,0.26816,0.259968,0.253824,0.249728,0.251776,0.269216
1555,0.056384,0.696352,2.68506,0.270208,0.26,0.425888,0.2552,0.253856,0.27024
1556,0.058592,0.786752,2.45616,0.26816,0.584608,0.255904,0.249728,0.251808,0.27024
1557,0.056096,0.727488,2.45306,0.26816,0.260992,0.255904,0.249728,0.251776,0.26816
1558,0.05632,0.481312,2.45686,0.26816,0.25792,0.255872,0.250752,0.251808,0.26816
1559,0.056576,0.4816,2.75536,0.268192,0.26,0.253824,0.251808,0.251808,0.268192
1560,0.05632,0.480128,2.68573,0.2696,0.259968,0.253824,0.249728,0.251776,0.461728
1561,0.056544,0.482592,2.70922,0.26816,0.26,0.255872,0.249824,0.251712,0.26816
1562,0.056384,0.484064,2.65568,0.268192,0.259968,0.255904,0.529312,0.257248,0.272608
1563,0.076032,0.478464,2.44611,0.269216,0.607104,0.255904,0.251776,0.251776,0.26816
1564,0.056512,0.684768,2.4584,0.268192,0.26,0.253824,0.24976,0.2528,0.268192
1565,0.056,0.481344,2.44976,0.27024,0.26,0.255904,0.250784,0.251808,0.268192
1566,0.056064,0.485152,2.76272,0.26816,0.259968,0.255872,0.249728,0.251776,0.268192
1567,0.056992,0.484608,2.6807,0.26816,0.26,0.273312,0.266144,0.249728,0.27024
1568,0.056,0.487168,2.44762,0.26816,0.258944,0.255904,0.24976,0.251808,0.268192
1569,0.056544,0.682336,2.60998,0.27024,0.259968,0.255872,0.522144,0.255232,0.272288
1570,0.05696,0.647328,2.45501,0.26816,0.26,0.453504,0.2552,0.253856,0.268192
1571,0.056224,0.47968,2.66397,0.268192,0.259968,0.255904,0.251776,0.251808,0.268192
1572,0.055776,0.478752,2.44944,0.26816,0.259968,0.255904,0.251776,0.251776,0.270208
1573,0.056288,0.78144,2.45715,0.26816,0.260992,0.255872,0.24976,0.251776,0.26816
1574,0.05664,0.486176,2.88371,0.268192,0.259968,0.255904,0.251776,0.251808,0.268192
1575,0.05616,0.480736,2.44198,0.268192,0.259968,0.255904,0.249728,0.251776,0.267136
1576,0.056608,0.482816,2.74317,0.268192,0.26,0.255904,0.249824,0.251712,0.26816
1577,0.056352,0.48336,2.43738,0.598944,0.262048,0.466144,0.255136,0.251808,0.272256
1578,0.056288,0.480736,2.43962,0.270208,0.259968,0.255872,0.251808,0.251776,0.271264
1579,0.05584,0.48048,2.4479,0.268192,0.26,0.255872,0.251808,0.251776,0.268192
1580,0.056448,0.779168,2.44144,0.26816,0.259968,0.255872,0.251808,0.250752,0.27024
1581,0.056992,0.69536,2.44544,0.469888,0.259968,0.259296,0.251776,0.251776,0.276352
1582,0.056736,0.481216,2.45354,0.27024,0.259968,0.255904,0.249728,0.251808,0.268192
1583,0.056416,0.48336,2.73002,0.266112,0.26,0.255904,0.251808,0.251808,0.27024
1584,0.056192,0.48336,2.44195,0.485248,0.259968,0.285888,0.249728,0.251776,0.268192
1585,0.056096,0.482944,2.44893,0.268192,0.26,0.255904,0.249824,0.251712,0.268192
1586,0.060384,0.68656,2.44406,0.268192,0.532224,0.255904,0.251808,0.250944,0.27024
1587,0.056864,0.48304,2.62253,0.26816,0.470272,0.255872,0.251808,0.576384,0.26816
1588,0.056672,0.480256,2.44918,0.268192,0.259968,0.255904,0.250752,0.251808,0.27024
1589,0.056768,0.483584,2.4431,0.268192,0.26,0.254848,0.249728,0.251808,0.27024
1590,0.056832,0.480608,2.7423,0.266112,0.259968,0.255872,0.249728,0.251776,0.270208
1591,0.0568,0.483104,2.67891,0.268192,0.259968,0.255904,0.249728,0.251808,0.268192
1592,0.056096,0.482624,2.44461,0.27024,0.26,0.255904,0.250784,0.251776,0.272256
1593,0.056352,0.48512,2.43878,0.269184,0.26336,0.255904,0.251776,0.532352,0.272256
1594,0.059616,0.48576,2.45146,0.268192,0.711584,0.256928,0.251776,0.251808,0.27024
1595,0.056512,0.485312,2.64995,0.26816,0.26,0.255872,0.251808,0.251808,0.276352
1596,0.056032,0.48128,2.44771,0.26816,0.259968,0.255904,0.249728,0.252832,0.27024
1597,0.05696,0.482688,2.75802,0.268192,0.258048,0.255904,0.24976,0.251808,0.27024
1598,0.056832,0.485248,2.67382,0.268192,0.259968,0.255904,0.249728,0.251808,0.272288
1599,0.056352,0.4816,2.44266,0.26816,0.259968,0.255904,0.250752,0.251776,0.270208
1600,0.056704,0.484672,2.44656,0.269216,0.259968,0.255904,0.448416,0.255232,0.272288
1601,0.056448,0.661632,2.64806,0.448416,0.25792,0.29008,0.266144,0.24976,0.266112
1602,0.05632,0.784096,2.4423,0.268192,0.259968,0.255872,0.251776,0.250752,0.268192
1603,0.056576,0.48352,2.44838,0.270208,0.26,0.256928,0.251808,0.251776,0.272288
1604,0.056416,0.48528,2.74288,0.268192,0.26,0.253824,0.249728,0.251776,0.270208
1605,0.056064,0.484128,2.44426,0.26816,0.259968,0.255872,0.249728,0.251776,0.270208
1606,0.056416,0.481792,2.44496,0.268192,0.258944,0.255904,0.251776,0.249728,0.268192
1607,0.05776,0.48128,2.44995,0.422816,0.521088,0.261376,0.251776,0.251808,0.27024
1608,0.05664,0.484928,2.61536,0.27024,0.259968,0.255904,0.249728,0.251776,0.272256
1609,0.0568,0.485728,2.44816,0.27024,0.258944,0.255904,0.251808,0.251808,0.272256
1610,0.05632,0.482688,2.44432,0.26816,0.259968,0.255872,0.250752,0.251808,0.270208
1611,0.056864,0.483168,2.73341,0.266112,0.259968,0.255872,0.251808,0.251808,0.268192
1612,0.056768,0.483808,2.4489,0.27024,0.259968,0.255904,0.249728,0.251808,0.269216
1613,0.056672,0.482112,2.43923,0.26816,0.26,0.257952,0.251808,0.251808,0.270208
1614,0.056192,0.482368,2.44208,0.270208,0.263424,0.255872,0.251808,0.526208,0.270208
1615,0.05664,0.4824,2.4481,0.26816,0.26,0.256928,0.249792,0.251776,0.26816
1616,0.05712,0.483648,2.43949,0.26816,0.259968,0.255904,0.251776,0.251808,0.271232
1617,0.056064,0.482304,2.44301,0.26816,0.259968,0.255872,0.251776,0.251808,0.26816
1618,0.057312,0.483712,2.74851,0.268192,0.257952,0.255904,0.249728,0.251808,0.270208
1619,0.05632,0.486272,2.4417,0.268192,0.26,0.255904,0.252832,0.251808,0.268192
1620,0.056192,0.487136,2.44672,0.267136,0.259968,0.255872,0.251776,0.251808,0.27024
1621,0.055968,0.481536,2.45459,0.26816,0.26,0.255872,0.251808,0.251808,0.268192
1622,0.056704,0.783616,2.44749,0.268192,0.258944,0.255904,0.251808,0.251776,0.27024
1623,0.056,0.484928,2.44992,0.26816,0.259968,0.253824,0.2528,0.251776,0.270208
1624,0.05648,0.483328,2.4569,0.27024,0.259968,0.256928,0.251808,0.251808,0.272288
1625,0.056416,0.484864,2.74704,0.26816,0.26,0.255872,0.249728,0.251776,0.280448
1626,0.056224,0.48336,2.44586,0.26816,0.260992,0.255872,0.251776,0.251776,0.27024
1627,0.05664,0.48688,2.46125,0.268192,0.26,0.255904,0.250784,0.251776,0.27024
1628,0.056608,0.48672,2.45005,0.267168,0.26,0.255872,0.251808,0.251808,0.270208
1629,0.056224,0.482816,2.90294,0.26816,0.259968,0.255904,0.249728,0.251776,0.270208
1630,0.056576,0.480416,2.45136,0.269216,0.259968,0.255904,0.251776,0.251808,0.27024
1631,0.0568,0.488352,2.45133,0.268192,0.259968,0.255904,0.249728,0.251808,0.27024
1632,0.056,0.484064,2.45229,0.5416,0.259968,0.26128,0.251776,0.251776,0.274304
1633,0.056288,0.484,2.45789,0.27024,0.26,0.255904,0.251808,0.251776,0.274336
1634,0.056256,0.48416,2.44826,0.27024,0.261024,0.255904,0.251776,0.251808,0.274336
1635,0.055488,0.48176,2.45037,0.26816,0.259968,0.255872,0.250752,0.251776,0.268192
1636,0.056288,0.48528,2.75002,0.26816,0.26,0.255872,0.251808,0.251808,0.26816
1637,0.05616,0.4832,2.45491,0.268192,0.26,0.255904,0.251808,0.251808,0.272256
1638,0.056,0.486208,2.44688,0.26816,0.259968,0.255904,0.251776,0.251776,0.270208
1639,0.056384,0.482144,2.46006,0.26816,0.263456,0.255872,0.251808,0.529312,0.272256
1640,0.056032,0.488832,2.44778,0.26816,0.259968,0.256928,0.251776,0.251808,0.272288
1641,0.055648,0.485216,2.44867,0.26816,0.259968,0.255872,0.251776,0.251776,0.269216
1642,0.056224,0.487328,2.45798,0.26816,0.259968,0.255904,0.251776,0.251808,0.27024
1643,0.05632,0.484192,2.7472,0.268192,0.262048,0.255904,0.24976,0.251808,0.27024
1644,0.055776,0.483456,2.45008,0.26816,0.259968,0.254848,0.251776,0.251776,0.270208
1645,0.05584,0.485024,2.45322,0.26816,0.259968,0.25792,0.251808,0.251808,0.269216
1646,0.059168,0.48336,2.45322,0.26816,0.26,0.25792,0.251808,0.251808,0.27024
1647,0.056064,0.782272,2.44976,0.26816,0.260992,0.255872,0.251776,0.251776,0.270208
1648,0.056672,0.486368,2.45338,0.27024,0.26,0.255904,0.250784,0.251808,0.27024
1649,0.055872,0.483776,2.44771,0.267136,0.262016,0.255904,0.251808,0.251808,0.27024
1650,0.055872,0.485088,2.72851,0.26816,0.259968,0.40848,0.2552,0.253856,0.274336
1651,0.056416,0.486912,2.45571,0.26816,0.26,0.255872,0.251808,0.251776,0.269216
1652,0.056,0.48624,2.44848,0.268192,0.259968,0.255904,0.251776,0.251808,0.27024
1653,0.055552,0.483296,2.45165,0.270208,0.260992,0.255872,0.251776,0.251776,0.272288
1654,0.056448,0.491328,2.75587,0.27024,0.259968,0.255904,0.251776,0.251808,0.270208
1655,0.056192,0.485664,2.45072,0.268192,0.26,0.255872,0.251808,0.2528,0.270208
1656,0.056,0.48608,2.44992,0.27024,0.26,0.256928,0.251776,0.251776,0.270208
1657,0.056032,0.48592,2.46218,0.27776,0.26,0.257952,0.251808,0.251776,0.548736
1658,0.056064,0.485152,2.45069,0.26816,0.262048,0.255872,0.251776,0.251808,0.27024
1659,0.055456,0.485664,2.44963,0.26816,0.260992,0.255904,0.249728,0.251776,0.270208
1660,0.055936,0.489344,2.46141,0.26816,0.26,0.257952,0.250784,0.251776,0.270208
1661,0.055776,0.483328,2.73856,0.27024,0.26,0.255904,0.249728,0.251808,0.271232
1662,0.055968,0.48624,2.45498,0.270208,0.259968,0.255872,0.251776,0.251776,0.274304
1663,0.056032,0.483296,2.46038,0.268192,0.259936,0.257952,0.251808,0.250784,0.274336
1664,0.056192,0.487136,2.44998,0.27024,0.263456,0.255904,0.250752,0.528256,0.274304
1665,0.055616,0.48576,2.4511,0.26816,0.259968,0.256928,0.251776,0.251808,0.270208
1666,0.055616,0.482784,2.45984,0.270208,0.26,0.255872,0.251808,0.251808,0.273312
1667,0.056032,0.48288,2.45037,0.27024,0.26,0.255904,0.251808,0.251776,0.272288
1668,0.05648,0.48496,2.74448,0.27024,0.259968,0.255872,0.251808,0.251776,0.272288
1669,0.056,0.483584,2.46346,0.269184,0.259968,0.257952,0.251776,0.251808,0.272288
1670,0.055808,0.48784,2.45082,0.268192,0.259968,0.255904,0.249728,0.251808,0.27024
1671,0.061408,0.486176,2.45037,0.26816,0.516,0.255872,0.251776,0.251776,0.270208
1672,0.056032,0.486208,2.63389,0.26816,0.259968,0.255904,0.251776,0.251808,0.27024
1673,0.056064,0.48752,2.45085,0.268192,0.258944,0.255872,0.251776,0.251808,0.27024
1674,0.055264,0.486848,2.45152,0.26816,0.259968,0.255872,0.250752,0.251776,0.270208
1675,0.056096,0.485504,2.7512,0.26816,0.259968,0.257952,0.251776,0.251808,0.270208
1676,0.055616,0.483264,2.45251,0.268192,0.26,0.255872,0.250784,0.251808,0.272288
1677,0.055392,0.484416,2.45126,0.269184,0.259968,0.255872,0.251776,0.251776,0.272256
1678,0.056192,0.490368,2.46202,0.27024,0.259968,0.255904,0.251776,0.251808,0.270208
1679,0.056736,0.786144,2.45254,0.268192,0.258944,0.255904,0.251808,0.251776,0.27024
1680,0.055776,0.491328,2.45149,0.26816,0.259968,0.255872,0.250752,0.251776,0.272288
1681,0.055584,0.4856,2.46262,0.269216,0.26,0.255904,0.251808,0.251776,0.270208
1682,0.056128,0.492768,2.70742,0.268192,0.26,0.255904,0.251808,0.251776,0.282976
1683,0.055488,0.487872,2.44896,0.26816,0.261024,0.255872,0.251776,0.251808,0.27024
1684,0.055808,0.488288,2.46067,0.268192,0.26,0.255904,0.251776,0.252832,0.27024
1685,0.056672,0.49088,2.45302,0.266112,0.259968,0.256928,0.251776,0.251808,0.27024
1686,0.055776,0.486336,2.74499,0.268192,0.259968,0.255872,0.251808,0.251776,0.27024
1687,0.056,0.491104,2.45802,0.27024,0.258976,0.255904,0.249728,0.251808,0.27024
1688,0.055456,0.49232,2.45408,0.26816,0.26,0.255872,0.251808,0.252832,0.270208
1689,0.055936,0.490272,2.45382,0.270208,0.259968,0.442272,0.25936,0.253856,0.27024
1690,0.056384,0.661504,2.45862,0.26816,0.26,0.255872,0.251776,0.252832,0.272288
1691,0.055968,0.491104,2.45037,0.268192,0.259968,0.256928,0.251776,0.251808,0.272288
1692,0.055616,0.487776,2.45056,0.26816,0.259968,0.255872,0.251776,0.251776,0.271232
1693,0.056256,0.487616,2.91526,0.268192,0.259968,0.255904,0.249728,0.251808,0.27024
1694,0.055776,0.486112,2.45104,0.26816,0.259968,0.255872,0.251808,0.250784,0.272288
1695,0.055552,0.489664,2.44691,0.26816,0.259968,0.256928,0.251808,0.251776,0.27024
1696,0.056192,0.484768,2.45914,0.26816,0.262048,0.255904,0.520096,0.259328,0.271264
1697,0.055744,0.486912,2.44966,0.269216,0.259968,0.255872,0.251776,0.251808,0.272288
1698,0.055776,0.487552,2.45248,0.27024,0.259968,0.255904,0.251808,0.251776,0.271264
1699,0.056096,0.485536,2.45789,0.270208,0.258976,0.255872,0.251808,0.251808,0.27024
1700,0.05648,0.490432,2.75456,0.268192,0.26,0.255904,0.24976,0.251808,0.272288
1701,0.055616,0.486528,2.45072,0.26816,0.259968,0.254848,0.251776,0.251776,0.27024
1702,0.056064,0.486528,2.46381,0.268192,0.26,0.255904,0.24976,0.251808,0.271264
1703,0.055776,0.487904,2.45018,0.268192,0.259968,0.255904,0.251776,0.251808,0.272288
1704,0.055552,0.493632,2.44941,0.26816,0.259968,0.255872,0.251776,0.252832,0.27024
1705,0.05552,0.4904,2.46243,0.26816,0.26,0.256928,0.251808,0.251808,0.27024
1706,0.056576,0.488224,2.45626,0.268192,0.26,0.255904,0.251808,0.251776,0.271264
1707,0.054368,0.488256,2.75094,0.26816,0.259968,0.255872,0.251776,0.251776,0.272256
1708,0.055648,0.487648,2.46224,0.268192,0.259968,0.255872,0.24976,0.250752,0.270208
1709,0.055872,0.489696,2.4505,0.26816,0.26,0.256928,0.251808,0.251808,0.270208
1710,0.055392,0.486048,2.45194,0.26816,0.259968,0.255904,0.249728,0.251776,0.271232
1711,0.056416,0.493632,2.75238,0.26816,0.26,0.255872,0.251808,0.251808,0.27024
1712,0.055968,0.487776,2.45078,0.27024,0.26,0.255872,0.251776,0.250752,0.272256
1713,0.055616,0.484672,2.45539,0.26816,0.259968,0.254848,0.251808,0.251776,0.272288
1714,0.056,0.484736,2.45962,0.277728,0.263456,0.257952,0.251808,0.40848,0.529312
1715,0.055968,0.49472,2.45462,0.268192,0.26,0.256896,0.251808,0.251808,0.27024
1716,0.055296,0.48384,2.44605,0.26816,0.259968,0.255872,0.251776,0.251808,0.271264
1717,0.056,0.4896,2.45626,0.26816,0.26,0.255872,0.249728,0.251776,0.27024
1718,0.05632,0.486464,2.75341,0.268192,0.26,0.255904,0.24976,0.251808,0.272288
1719,0.055328,0.486688,2.45587,0.26816,0.259968,0.253856,0.251776,0.251776,0.27024
1720,0.056352,0.485568,2.46419,0.268192,0.26,0.255904,0.251808,0.2528,0.270208
1721,0.056448,0.488064,2.4536,0.268192,0.259968,0.532384,0.255136,0.253856,0.272288
1722,0.055712,0.487936,2.45437,0.26816,0.259968,0.255872,0.251776,0.251776,0.271232
1723,0.056032,0.487008,2.45859,0.268192,0.26,0.255904,0.251808,0.251808,0.27024
1724,0.056,0.492416,2.45203,0.268192,0.259968,0.255904,0.251776,0.2528,0.272288
1725,0.055552,0.488352,2.7527,0.26816,0.259968,0.255904,0.251776,0.251776,0.270208
1726,0.056032,0.488192,2.45827,0.269216,0.26,0.255904,0.24976,0.251808,0.27024
1727,0.05616,0.492704,2.45171,0.268192,0.259968,0.255904,0.251808,0.251808,0.27024
1728,0.055648,0.484576,2.44634,0.26816,0.532352,0.255872,0.251776,0.251776,0.270208
1729,0.05632,0.486112,2.45952,0.268192,0.26,0.255904,0.250752,0.251808,0.27024
1730,0.055776,0.485472,2.45242,0.269216,0.26,0.255904,0.24976,0.251808,0.27024
1731,0.055424,0.48688,2.45251,0.26816,0.259968,0.255872,0.251808,0.251776,0.27024
1732,0.056192,0.486592,2.75178,0.268192,0.258112,0.253824,0.251808,0.251776,0.27024
1733,0.055776,0.488928,2.4505,0.268192,0.259968,0.255904,0.250784,0.251808,0.272256
1734,0.05504,0.48864,2.44928,0.269184,0.259968,0.255904,0.251808,0.251776,0.270208
1735,0.056256,0.486816,2.4569,0.26816,0.26,0.255872,0.251808,0.251808,0.27024
1736,0.056672,0.770816,2.62931,0.27024,0.26,0.255904,0.249728,0.251808,0.272256
1737,0.05536,0.48784,2.4504,0.268192,0.259968,0.257952,0.251776,0.251776,0.272256
1738,0.055712,0.487584,2.46058,0.27024,0.258944,0.255904,0.251776,0.251808,0.270208
1739,0.056576,0.486784,2.74438,0.268192,0.259968,0.255904,0.251776,0.251808,0.28048
1740,0.055488,0.491232,2.44822,0.26816,0.258944,0.257952,0.251776,0.251776,0.272256
1741,0.056256,0.490208,2.64214,0.26816,0.26,0.255872,0.251808,0.251808,0.27024
1742,0.056032,0.485696,2.45069,0.268192,0.26,0.255872,0.251808,0.251776,0.27024
1743,0.055744,0.488032,2.92106,0.268192,0.259968,0.255904,0.251776,0.251808,0.27024
1744,0.056224,0.489568,2.46064,0.270208,0.258048,0.25488,0.251808,0.251808,0.27024
1745,0.055904,0.486496,2.45162,0.26816,0.259968,0.255904,0.251776,0.251808,0.271264
1746,0.055456,0.490304,2.45142,0.277664,0.263456,0.257952,0.251776,0.4064,0.463744
1747,0.055904,0.487808,2.46211,0.26816,0.26,0.256928,0.249728,0.251808,0.270208
1748,0.055936,0.489568,2.45219,0.26816,0.26,0.255872,0.251808,0.251776,0.271264
1749,0.05552,0.4896,2.45011,0.26816,0.259968,0.255872,0.251808,0.251776,0.270208
1750,0.056576,0.4856,2.7511,0.270208,0.259968,0.255872,0.24976,0.251776,0.27024
1751,0.05616,0.487104,2.4553,0.26816,0.259968,0.255872,0.24976,0.251776,0.270208
1752,0.055584,0.487584,2.45341,0.27024,0.259968,0.255872,0.251776,0.250752,0.272256
1753,0.219712,0.4888,2.46125,0.27024,0.26,0.518016,0.2552,0.251808,0.27024
1754,0.056192,0.489984,2.45216,0.27024,0.259968,0.255904,0.251808,0.252832,0.272288
1755,0.055968,0.486816,2.44893,0.26816,0.262016,0.254848,0.251776,0.251776,0.272256
1756,0.05552,0.48592,2.45994,0.26816,0.26,0.255872,0.251808,0.251808,0.271232
1757,0.056192,0.488608,2.74394,0.27024,0.259968,0.255904,0.251808,0.251776,0.272288
1758,0.055872,0.489536,2.45357,0.270208,0.259968,0.255872,0.251776,0.251776,0.271232
1759,0.055936,0.489632,2.46003,0.268192,0.259968,0.255872,0.251776,0.251808,0.27024
1760,0.056128,0.486624,2.45421,0.268192,0.26336,0.255904,0.251808,0.529312,0.272288
1761,0.055584,0.486848,2.45162,0.26816,0.259968,0.254848,0.251808,0.251776,0.27024
1762,0.058176,0.487872,2.46224,0.26816,0.26,0.253824,0.249888,0.25168,0.271264
1763,0.055808,0.487744,2.45085,0.26816,0.26,0.255872,0.251808,0.251808,0.272288
1764,0.055456,0.485312,2.74195,0.26816,0.25792,0.253824,0.251776,0.251776,0.27024
1765,0.055712,0.489216,2.46118,0.268192,0.26,0.256896,0.24976,0.251744,0.27024
1766,0.05536,0.488192,2.45859,0.269216,0.259968,0.255904,0.249728,0.251808,0.272256
1767,0.056384,0.487232,2.45366,0.27024,0.259968,0.255872,0.251808,0.251776,0.270208
1768,0.056256,0.791136,2.46195,0.27024,0.258944,0.255904,0.24976,0.251808,0.27024
1769,0.056288,0.491808,2.44982,0.268192,0.26,0.255904,0.250784,0.251808,0.27024
1770,0.055392,0.672992,2.45014,0.26816,0.259968,0.255904,0.251808,0.252832,0.272288
1771,0.055904,0.488768,2.45997,0.269632,0.259968,0.255904,0.408448,0.25728,0.463776
1772,0.055936,0.488928,2.45427,0.269184,0.26,0.255872,0.251808,0.251808,0.27024
1773,0.05552,0.48784,2.44963,0.26816,0.259968,0.255872,0.251776,0.251776,0.270208
1774,0.055968,0.48848,2.45712,0.268192,0.258944,0.255904,0.251808,0.251808,0.270208
1775,0.056,0.491648,2.92806,0.268192,0.26,0.255904,0.251808,0.251776,0.27024
1776,0.055648,0.488,2.4497,0.26816,0.259968,0.255904,0.251776,0.251776,0.271232
1777,0.055584,0.48352,2.46026,0.268192,0.257952,0.255904,0.251808,0.251808,0.270208
1778,0.056064,0.48528,2.45398,0.476064,0.267488,0.259264,0.251808,0.404384,0.272256
1779,0.055424,0.485248,2.4511,0.26816,0.259968,0.254848,0.251808,0.251776,0.27024
1780,0.055744,0.488032,2.46118,0.26816,0.26,0.255904,0.251808,0.251776,0.271264
