Frame,"Comp_Sky (ms)","G-Buffer (ms)","RT (ms)","SVGF_Spatial_1 (ms)","SVGF_Spatial_16 (ms)","SVGF_Spatial_2 (ms)","SVGF_Spatial_4 (ms)","SVGF_Spatial_8 (ms)","SVGF_Temp (ms)"
10434,0.228256,0.51984,2.70797,0.0,0.0,0.0,0.0,0.0,0.0
10435,0.062816,0.522624,2.45248,0.0,0.0,0.0,0.0,0.0,0.0
10436,0.062784,0.525312,2.44464,0.0,0.0,0.0,0.0,0.0,0.0
10437,0.063072,0.52912,2.44378,0.0,0.0,0.0,0.0,0.0,0.0
10438,0.06208,0.521152,2.4529,0.0,0.0,0.0,0.0,0.0,0.0
10439,0.069888,0.52304,2.6856,0.0,0.0,0.0,0.0,0.0,0.0
10440,0.062496,0.527296,2.4447,0.0,0.0,0.0,0.0,0.0,0.0
10441,0.062624,0.519392,2.45338,0.0,0.0,0.0,0.0,0.0,0.0
10442,0.062144,0.526944,2.44614,0.0,0.0,0.0,0.0,0.0,0.0
10443,0.062976,0.523168,2.44566,0.0,0.0,0.0,0.0,0.0,0.0
10444,0.062944,0.519744,2.45168,0.0,0.0,0.0,0.0,0.0,0.0
10445,0.062688,0.520384,2.72883,0.0,0.0,0.0,0.0,0.0,0.0
10446,0.062368,0.520384,2.4431,0.0,0.0,0.0,0.0,0.0,0.0
10447,0.062752,0.518528,2.45002,0.0,0.0,0.0,0.0,0.0,0.0
10448,0.062272,0.525696,2.44608,0.0,0.0,0.0,0.0,0.0,0.0
10449,0.062432,0.525952,2.44502,0.0,0.0,0.0,0.0,0.0,0.0
10450,0.062752,0.519232,2.73718,0.0,0.0,0.0,0.0,0.0,0.0
10451,0.06208,0.519296,2.44333,0.0,0.0,0.0,0.0,0.0,0.0
10452,0.062272,0.518784,2.44243,0.0,0.0,0.0,0.0,0.0,0.0
10453,0.062816,0.521472,2.4512,0.0,0.0,0.0,0.0,0.0,0.0
10454,0.062144,0.526336,2.44682,0.0,0.0,0.0,0.0,0.0,0.0
10455,0.063232,0.518272,2.44582,0.0,0.0,0.0,0.0,0.0,0.0
10456,0.062976,0.79792,2.45565,0.0,0.0,0.0,0.0,0.0,0.0
10457,0.062176,0.524832,2.44685,0.0,0.0,0.0,0.0,0.0,0.0
10458,0.062848,0.521632,2.45046,0.0,0.0,0.0,0.0,0.0,0.0
10459,0.062432,0.520736,2.45549,0.0,0.0,0.0,0.0,0.0,0.0
10460,0.061984,0.523936,2.4473,0.0,0.0,0.0,0.0,0.0,0.0
10461,0.063456,0.52352,2.73114,0.0,0.0,0.0,0.0,0.0,0.0
10462,0.062752,0.519296,2.45341,0.0,0.0,0.0,0.0,0.0,0.0
10463,0.062304,0.521856,2.44266,0.0,0.0,0.0,0.0,0.0,0.0
10464,0.062592,0.52032,2.4472,0.0,0.0,0.0,0.0,0.0,0.0
10465,0.0,0.521216,2.4513,0.0,0.0,0.0,0.0,0.0,0.062496
10466,0.0,0.521952,2.71187,0.0,0.0,0.0,0.0,0.0,0.06368
10467,0.0,0.69552,2.44592,0.0,0.0,0.0,0.0,0.0,0.062304
10468,0.05136,0.527648,2.4599,0.268192,0.25792,0.255904,0.24976,0.250752,0.292768
10469,0.05184,0.525184,2.44637,0.269504,0.261376,0.253856,0.24768,0.40848,0.457632
10470,0.051072,0.525248,2.44096,0.26816,0.25792,0.254848,0.249728,0.249728,0.282496
10471,0.05136,0.527008,2.46947,0.268192,0.26,0.255904,0.251808,0.251776,0.277408
10472,0.052192,0.527264,2.46826,0.27024,0.26,0.25792,0.251808,0.251776,0.284576
10473,0.051424,0.529536,2.75488,0.270208,0.259968,0.255872,0.249728,0.251776,0.285952
10474,0.051328,0.522592,2.47402,0.270208,0.258944,0.255872,0.251808,0.251808,0.284576
10475,0.051872,0.52528,2.46675,0.270208,0.259968,0.255872,0.250752,0.251808,0.286624
10476,0.052064,0.526272,2.46349,0.44224,0.268928,0.25936,0.251776,0.397824,0.286592
10477,0.051904,0.521696,2.47485,0.27024,0.257952,0.256928,0.251776,0.251808,0.284576
10478,0.052512,0.52704,2.47411,0.27024,0.26,0.255904,0.24976,0.251776,0.283552
10479,0.052352,0.525728,2.46774,0.270208,0.26,0.255872,0.251776,0.251776,0.284544
10480,0.051616,0.52384,2.74707,0.27024,0.26,0.255904,0.251808,0.251808,0.285952
10481,0.052416,0.527008,2.46541,0.272288,0.262048,0.255904,0.251808,0.251776,0.284576
10482,0.051808,0.522656,2.46304,0.272256,0.26,0.255872,0.249696,0.2528,0.284544
10483,0.052256,0.524448,2.47325,0.525216,0.26,0.261344,0.251808,0.253856,0.286624
10484,0.052768,0.5248,2.46634,0.27024,0.259968,0.255904,0.251776,0.251808,0.284544
10485,0.05184,0.525728,2.46378,0.270208,0.260992,0.255872,0.251776,0.251776,0.282496
10486,0.051648,0.520192,2.47344,0.270208,0.26,0.255872,0.250784,0.251808,0.284576
10487,0.052512,0.525024,3.00227,0.27024,0.259968,0.255904,0.251776,0.251808,0.283872
10488,0.052,0.523232,2.46739,0.270208,0.259968,0.256896,0.251776,0.251776,0.282496
10489,0.051936,0.52352,2.47386,0.27024,0.26,0.257952,0.251808,0.251776,0.283552
10490,0.052384,0.526464,2.46819,0.270208,0.262048,0.255872,0.51392,0.257248,0.284576
10491,0.052128,0.526592,2.46352,0.271232,0.259968,0.255872,0.251776,0.251776,0.284576
10492,0.05136,0.526336,2.47206,0.27024,0.26,0.255904,0.24976,0.251776,0.282528
10493,0.052448,0.5264,2.46602,0.27024,0.258976,0.255904,0.251776,0.251808,0.282496
10494,0.05248,0.527072,2.74202,0.27024,0.259968,0.255872,0.251776,0.251776,0.285952
10495,0.051936,0.523968,2.47184,0.272288,0.26,0.25584,0.251808,0.251776,0.284576
10496,0.052384,0.524704,2.46739,0.268192,0.261024,0.255904,0.251776,0.251808,0.28048
10497,0.05296,0.525504,2.4649,0.270208,0.259968,0.256896,0.507776,0.255232,0.282496
10498,0.052384,0.5248,2.47299,0.27024,0.26,0.255904,0.24976,0.251808,0.281504
10499,0.052352,0.524736,2.4671,0.270208,0.26,0.255872,0.251808,0.251808,0.28048
10500,0.052192,0.526624,2.46534,0.270208,0.259968,0.255872,0.251776,0.2528,0.280448
10501,0.05232,0.523968,2.75277,0.268192,0.259968,0.255904,0.251776,0.251808,0.281824
10502,0.052544,0.529312,2.47158,0.268192,0.26,0.255904,0.251808,0.251776,0.281504
10503,0.052,0.526496,2.46336,0.26816,0.259968,0.255872,0.251776,0.251776,0.280448
10504,0.05216,0.523808,2.47638,0.268192,0.26336,0.255904,0.251776,0.50576,0.282528
10505,0.05232,0.527584,2.4665,0.27024,0.26,0.256896,0.251808,0.251808,0.282496
10506,0.052288,0.52752,2.46739,0.270208,0.259968,0.255872,0.251776,0.251776,0.281472
10507,0.051744,0.526624,2.47328,0.268192,0.258976,0.255904,0.24976,0.251776,0.278432
10508,0.052544,0.527072,2.92304,0.27024,0.26,0.255904,0.251808,0.253856,0.285952
10509,0.052352,0.525952,2.46867,0.270208,0.258944,0.255872,0.251776,0.251776,0.284544
10510,0.052352,0.5224,2.47069,0.26816,0.259968,0.255872,0.250752,0.251808,0.278432
10511,0.052224,0.525888,2.4688,0.269184,0.267456,0.255872,0.251808,0.501664,0.28048
10512,0.052288,0.527392,2.46243,0.270208,0.259968,0.256896,0.251776,0.251776,0.280448
10513,0.052448,0.523584,2.4713,0.270208,0.26,0.255872,0.251808,0.251808,0.279456
10514,0.052416,0.523808,2.4697,0.27024,0.26,0.255904,0.251808,0.251776,0.28048
10515,0.052224,0.525984,2.7473,0.270208,0.258016,0.255872,0.249696,0.251808,0.283872
10516,0.051424,0.526304,2.4793,0.27024,0.26,0.256896,0.251808,0.251808,0.28048
10517,0.052672,0.709184,2.46698,0.27024,0.260992,0.255904,0.251808,0.251776,0.282528
10518,0.052288,0.530112,2.46413,0.270208,0.263424,0.256896,0.24976,0.438176,0.2784
10519,0.052032,0.793376,2.4753,0.27024,0.258944,0.25792,0.24976,0.251776,0.284576
10520,0.052224,0.523936,2.46912,0.27024,0.26,0.255904,0.250784,0.251776,0.2784
10521,0.052064,0.525152,2.46787,0.271232,0.259968,0.255872,0.249728,0.251776,0.280448
10522,0.052416,0.522848,2.96426,0.27024,0.259968,0.255904,0.251776,0.251808,0.290016
10523,0.052352,0.526432,2.4665,0.268192,0.26,0.255904,0.251776,0.252832,0.282528
10524,0.052064,0.5272,2.46301,0.270208,0.259968,0.256896,0.251776,0.251776,0.282496
10525,0.051584,0.521376,2.47002,0.27024,0.262016,0.255904,0.426912,0.259328,0.281472
10526,0.052768,0.801856,2.46742,0.270208,0.261024,0.257952,0.251776,0.251808,0.282528
10527,0.05216,0.527456,2.46496,0.270208,0.259968,0.255872,0.250752,0.251776,0.282496
10528,0.051328,0.523328,2.4759,0.269216,0.26,0.255904,0.251808,0.251808,0.2784
10529,0.052352,0.524864,2.94138,0.420768,0.26,0.261376,0.251808,0.251776,0.28592
10530,0.052128,0.528672,2.46227,0.270208,0.259968,0.255872,0.249824,0.25168,0.282496
10531,0.05152,0.522752,2.47171,0.27024,0.258976,0.255904,0.251808,0.251776,0.282528
10532,0.05232,0.527008,2.46477,0.270208,0.263392,0.255872,0.250752,0.507808,0.278432
10533,0.05216,0.529216,2.46262,0.271232,0.259968,0.25792,0.251776,0.251776,0.282496
10534,0.052192,0.525248,2.47507,0.27024,0.26,0.255904,0.24976,0.251808,0.2784
10535,0.05248,0.524384,2.4609,0.27024,0.261024,0.255904,0.251808,0.251808,0.280448
10536,0.052,0.524736,2.74054,0.27024,0.259968,0.253824,0.249728,0.251776,0.279776
10537,0.052,0.52608,2.47146,0.271264,0.26,0.255904,0.251808,0.251808,0.28048
10538,0.051904,0.526784,2.46538,0.27024,0.26,0.255904,0.251808,0.251776,0.28048
10539,0.051904,0.528736,2.46742,0.26816,0.516992,0.255872,0.251776,0.251776,0.2784
10540,0.05184,0.52656,2.46928,0.268192,0.26,0.255904,0.250784,0.251808,0.278432
10541,0.05232,0.52672,2.4641,0.269184,0.25792,0.255872,0.251808,0.251808,0.278432
10542,0.05184,0.525856,2.46621,0.26816,0.259968,0.255904,0.24976,0.251776,0.2784
10543,0.051744,0.525632,2.74406,0.27024,0.26,0.255904,0.24976,0.251808,0.27776
10544,0.052128,0.525472,2.46614,0.27024,0.26,0.254848,0.251808,0.251808,0.28048
10545,0.05248,0.524352,2.46253,0.270208,0.259968,0.255872,0.249728,0.251776,0.277408
10546,0.052448,0.523424,2.47043,0.27024,0.26,0.255904,0.251808,0.251808,0.2784
10547,0.052512,0.80816,2.46739,0.27024,0.258976,0.255904,0.249728,0.251808,0.278432
10548,0.052128,0.525856,2.46483,0.270208,0.26,0.255872,0.250752,0.251776,0.276352
10549,0.051648,0.523872,2.47328,0.27024,0.259968,0.253856,0.249728,0.251808,0.277408
10550,0.052544,0.52688,2.73456,0.270208,0.259968,0.408448,0.25312,0.251808,0.283936
10551,0.052256,0.529792,2.46544,0.272256,0.26,0.255872,0.251776,0.251776,0.279424
10552,0.051488,0.525344,2.47504,0.27024,0.258976,0.255904,0.251776,0.251808,0.282496
10553,0.052032,0.525024,2.46714,0.27024,0.26,0.255904,0.250784,0.251808,0.28048
10554,0.052416,0.805536,2.46845,0.270208,0.260992,0.255872,0.251776,0.251808,0.280448
10555,0.051648,0.524,2.47654,0.272288,0.26,0.255872,0.250784,0.251808,0.28048
10556,0.05264,0.527136,2.46406,0.269216,0.26,0.255904,0.24976,0.251808,0.2784
10557,0.052416,0.523168,2.7487,0.270208,0.258048,0.255904,0.251808,0.251776,0.28784
10558,0.051712,0.522944,2.47331,0.27024,0.26,0.255904,0.249728,0.2528,0.28048
10559,0.052128,0.528928,2.46442,0.26816,0.259968,0.256928,0.251776,0.251808,0.278432
10560,0.05168,0.523584,2.46499,0.270208,0.259968,0.255872,0.251776,0.251808,0.279424
10561,0.052576,0.52864,2.75005,0.27024,0.26,0.255904,0.251808,0.251808,0.279776
10562,0.052064,0.526624,2.46678,0.270208,0.259968,0.255872,0.251808,0.250784,0.28048
10563,0.051488,0.526304,2.46483,0.27024,0.259968,0.256896,0.249728,0.251776,0.280448
10564,0.05152,0.522784,2.47104,0.269568,0.257952,0.255904,0.251808,0.251808,0.533376
10565,0.052288,0.525376,2.46659,0.27024,0.258944,0.257952,0.251808,0.251776,0.276384
10566,0.250752,0.270208,0.255872,0.0,0.0,0.0,0.0,0.0,0.0
10567,0.251744,0.269216,0.257952,0.0,0.0,0.0,0.0,0.0,0.0
10568,0.251776,0.268192,0.255904,0.0,0.0,0.0,0.0,0.0,0.0
10569,0.06272,0.52864,2.46509,0.0,0.0,0.0,0.0,0.0,0.0
10570,0.062336,0.523584,2.47286,0.0,0.0,0.0,0.0,0.0,0.0
10571,0.062656,0.522368,2.91824,0.0,0.0,0.0,0.0,0.0,0.0
10572,0.062816,0.526784,2.45722,0.0,0.0,0.0,0.0,0.0,0.0
10573,0.062944,0.527904,2.45856,0.0,0.0,0.0,0.0,0.0,0.0
10574,0.062336,0.524448,2.44458,0.0,0.0,0.0,0.0,0.0,0.0
10575,0.061984,0.526848,2.44371,0.0,0.0,0.0,0.0,0.0,0.0
10576,0.063232,0.520672,2.72902,0.0,0.0,0.0,0.0,0.0,0.0
10577,0.062528,0.522336,2.44675,0.0,0.0,0.0,0.0,0.0,0.0
10578,0.062496,0.521536,2.44429,0.0,0.0,0.0,0.0,0.0,0.0
10579,0.063136,0.522464,2.45293,0.0,0.0,0.0,0.0,0.0,0.0
10580,0.062624,0.522688,2.4472,0.0,0.0,0.0,0.0,0.0,0.0
10581,0.069632,0.526048,2.72589,0.0,0.0,0.0,0.0,0.0,0.0
10582,0.062848,0.524128,2.45462,0.0,0.0,0.0,0.0,0.0,0.0
10583,0.062304,0.522272,2.4447,0.0,0.0,0.0,0.0,0.0,0.0
10584,0.062592,0.522208,2.44813,0.0,0.0,0.0,0.0,0.0,0.0
10585,0.062432,0.521888,2.45146,0.0,0.0,0.0,0.0,0.0,0.0
10586,0.062624,0.522752,2.44826,0.0,0.0,0.0,0.0,0.0,0.0
10587,0.062656,0.523744,2.73418,0.0,0.0,0.0,0.0,0.0,0.0
10588,0.063104,0.520192,2.4513,0.0,0.0,0.0,0.0,0.0,0.0
10589,0.06192,0.52528,2.44557,0.0,0.0,0.0,0.0,0.0,0.0
10590,0.0624,0.521536,2.44534,0.0,0.0,0.0,0.0,0.0,0.0
10591,0.06288,0.522624,2.4535,0.0,0.0,0.0,0.0,0.0,0.0
10592,0.063008,0.520352,2.72502,0.0,0.0,0.0,0.0,0.0,0.0
10593,0.062112,0.527328,2.44717,0.0,0.0,0.0,0.0,0.0,0.0
10594,0.063008,0.5232,2.44886,0.0,0.0,0.0,0.0,0.0,0.0
10595,0.062464,0.529088,2.44461,0.0,0.0,0.0,0.0,0.0,0.0
10596,0.062176,0.522816,2.44675,0.0,0.0,0.0,0.0,0.0,0.0
10597,0.0656,0.518976,2.45165,0.0,0.0,0.0,0.0,0.0,0.0
10598,0.062528,0.78592,2.4471,0.0,0.0,0.0,0.0,0.0,0.0
10599,0.062304,0.525472,2.4473,0.0,0.0,0.0,0.0,0.0,0.0
10600,0.063008,0.528896,2.45491,0.0,0.0,0.0,0.0,0.0,0.0
10601,0.062144,0.523328,2.44451,0.0,0.0,0.0,0.0,0.0,0.0
10602,0.062464,0.52832,2.44374,0.0,0.0,0.0,0.0,0.0,0.0
10603,0.062688,0.521344,2.85277,0.0,0.0,0.0,0.0,0.0,0.0
10604,0.06256,0.528704,2.44579,0.0,0.0,0.0,0.0,0.0,0.0
10605,0.062208,0.527456,2.44589,0.0,0.0,0.0,0.0,0.0,0.0
10606,0.062688,0.524288,2.45251,0.0,0.0,0.0,0.0,0.0,0.0
10607,0.062432,0.525216,2.44992,0.0,0.0,0.0,0.0,0.0,0.0
10608,0.06224,0.520704,2.72506,0.0,0.0,0.0,0.0,0.0,0.0
10609,0.062944,0.522336,2.45299,0.0,0.0,0.0,0.0,0.0,0.0
10610,0.06208,0.52128,2.44336,0.0,0.0,0.0,0.0,0.0,0.0
10611,0.062496,0.522784,2.44419,0.0,0.0,0.0,0.0,0.0,0.0
10612,0.062464,0.52528,2.45466,0.0,0.0,0.0,0.0,0.0,0.0
10613,0.062656,0.521376,2.44483,0.0,0.0,0.0,0.0,0.0,0.0
10614,0.062688,0.80128,2.44576,0.0,0.0,0.0,0.0,0.0,0.0
10615,0.062784,0.52448,2.45171,0.0,0.0,0.0,0.0,0.0,0.0
10616,0.064,0.526528,2.45085,0.0,0.0,0.0,0.0,0.0,0.0
10617,0.06224,0.529312,2.43958,0.0,0.0,0.0,0.0,0.0,0.0
10618,0.06272,0.522848,2.45078,0.0,0.0,0.0,0.0,0.0,0.0
10619,0.062432,0.527584,2.73331,0.0,0.0,0.0,0.0,0.0,0.0
10620,0.062336,0.523552,2.44618,0.0,0.0,0.0,0.0,0.0,0.0
10621,0.062368,0.519392,2.4553,0.0,0.0,0.0,0.0,0.0,0.0
10622,0.062432,0.525952,2.44576,0.0,0.0,0.0,0.0,0.0,0.0
10623,0.062528,0.520128,2.44822,0.0,0.0,0.0,0.0,0.0,0.0
10624,0.062784,0.525856,2.73866,0.0,0.0,0.0,0.0,0.0,0.0
10625,0.061984,0.52064,2.4439,0.0,0.0,0.0,0.0,0.0,0.0
10626,0.062656,0.526176,2.44374,0.0,0.0,0.0,0.0,0.0,0.0
10627,0.06256,0.519904,2.45254,0.0,0.0,0.0,0.0,0.0,0.0
10628,0.06304,0.524064,2.45078,0.0,0.0,0.0,0.0,0.0,0.0
10629,0.062304,0.520736,2.44646,0.0,0.0,0.0,0.0,0.0,0.0
10630,0.062272,0.801888,2.45699,0.0,0.0,0.0,0.0,0.0,0.0
10631,0.06256,0.52784,2.45136,0.0,0.0,0.0,0.0,0.0,0.0
10632,0.062656,0.531712,2.44362,0.0,0.0,0.0,0.0,0.0,0.0
10633,0.062624,0.518432,2.4537,0.0,0.0,0.0,0.0,0.0,0.0
10634,0.062592,0.5272,2.44637,0.0,0.0,0.0,0.0,0.0,0.0
10635,0.062816,0.530688,2.72451,0.0,0.0,0.0,0.0,0.0,0.0
10636,0.062112,0.522016,2.45187,0.0,0.0,0.0,0.0,0.0,0.0
10637,0.06272,0.528544,2.44858,0.0,0.0,0.0,0.0,0.0,0.0
10638,0.062432,0.523488,2.44371,0.0,0.0,0.0,0.0,0.0,0.0
10639,0.062656,0.527392,2.45162,0.0,0.0,0.0,0.0,0.0,0.0
10640,0.068736,0.523328,2.72026,0.0,0.0,0.0,0.0,0.0,0.0
10641,0.062272,0.530848,2.62026,0.0,0.0,0.0,0.0,0.0,0.0
10642,0.06256,0.723904,2.45824,0.0,0.0,0.0,0.0,0.0,0.0
10643,0.063616,0.526112,2.44406,0.0,0.0,0.0,0.0,0.0,0.0
10644,0.062528,0.52592,2.44426,0.0,0.0,0.0,0.0,0.0,0.0
10645,0.060992,0.528608,2.45434,0.0,0.0,0.0,0.0,0.0,0.0
10646,0.062432,0.722304,2.89622,0.0,0.0,0.0,0.0,0.0,0.0
10647,0.062816,0.520448,2.44813,0.0,0.0,0.0,0.0,0.0,0.0
10648,0.063328,0.52304,2.4543,0.0,0.0,0.0,0.0,0.0,0.0
10649,0.062176,0.522592,2.45098,0.0,0.0,0.0,0.0,0.0,0.0
10650,0.06176,0.524832,2.44829,0.0,0.0,0.0,0.0,0.0,0.0
10651,0.062592,0.526112,2.97763,0.0,0.0,0.0,0.0,0.0,0.0
10652,0.06256,0.528896,2.44467,0.0,0.0,0.0,0.0,0.0,0.0
10653,0.062432,0.524096,2.44192,0.0,0.0,0.0,0.0,0.0,0.0
10654,0.062176,0.525664,2.45216,0.0,0.0,0.0,0.0,0.0,0.0
10655,0.062432,0.525888,2.4449,0.0,0.0,0.0,0.0,0.0,0.0
10656,0.062848,0.528704,2.71837,0.0,0.0,0.0,0.0,0.0,0.0
10657,0.062528,0.520224,2.44816,0.0,0.0,0.0,0.0,0.0,0.0
10658,0.062144,0.52432,2.44704,0.0,0.0,0.0,0.0,0.0,0.0
10659,0.0624,0.525504,2.44509,0.0,0.0,0.0,0.0,0.0,0.0
10660,0.062528,0.5288,2.45296,0.0,0.0,0.0,0.0,0.0,0.0
10661,0.326208,0.527808,2.44861,0.0,0.0,0.0,0.0,0.0,0.0
10662,0.06288,0.534368,2.4439,0.0,0.0,0.0,0.0,0.0,0.0
10663,0.062848,0.521408,2.4552,0.0,0.0,0.0,0.0,0.0,0.0
10664,0.062464,0.52736,2.44995,0.0,0.0,0.0,0.0,0.0,0.0
10665,0.062688,0.52736,2.44688,0.0,0.0,0.0,0.0,0.0,0.0
10666,0.0624,0.526144,2.45389,0.0,0.0,0.0,0.0,0.0,0.0
10667,0.06304,0.527168,2.7255,0.0,0.0,0.0,0.0,0.0,0.0
10668,0.06224,0.528544,2.44675,0.0,0.0,0.0,0.0,0.0,0.0
10669,0.062784,0.522336,2.45456,0.0,0.0,0.0,0.0,0.0,0.0
10670,0.062496,0.52368,2.44582,0.0,0.0,0.0,0.0,0.0,0.0
10671,0.061952,0.526688,2.44416,0.0,0.0,0.0,0.0,0.0,0.0
10672,0.062528,0.523296,2.72131,0.0,0.0,0.0,0.0,0.0,0.0
10673,0.062624,0.697792,2.44784,0.0,0.0,0.0,0.0,0.0,0.0
10674,0.062496,0.52928,2.4489,0.0,0.0,0.0,0.0,0.0,0.0
10675,0.062752,0.525312,2.45232,0.0,0.0,0.0,0.0,0.0,0.0
10676,0.062048,0.527008,2.4496,0.0,0.0,0.0,0.0,0.0,0.0
10677,0.062016,0.53008,2.44579,0.0,0.0,0.0,0.0,0.0,0.0
10678,0.063072,0.792608,2.45325,0.0,0.0,0.0,0.0,0.0,0.0
10679,0.063072,0.527616,2.44877,0.0,0.0,0.0,0.0,0.0,0.0
10680,0.062368,0.524544,2.44419,0.0,0.0,0.0,0.0,0.0,0.0
10681,0.06288,0.527232,2.45395,0.0,0.0,0.0,0.0,0.0,0.0
10682,0.062144,0.52448,2.4447,0.0,0.0,0.0,0.0,0.0,0.0
10683,0.06272,0.526112,2.73091,0.0,0.0,0.0,0.0,0.0,0.0
10684,0.062336,0.525376,2.45453,0.0,0.0,0.0,0.0,0.0,0.0
10685,0.062048,0.526528,2.44845,0.0,0.0,0.0,0.0,0.0,0.0
10686,0.06288,0.523328,2.44861,0.0,0.0,0.0,0.0,0.0,0.0
10687,0.062656,0.521504,2.45245,0.0,0.0,0.0,0.0,0.0,0.0
10688,0.062592,0.523872,2.72547,0.0,0.0,0.0,0.0,0.0,0.0
10689,0.062528,0.528128,2.44038,0.0,0.0,0.0,0.0,0.0,0.0
10690,0.062816,0.527232,2.4545,0.0,0.0,0.0,0.0,0.0,0.0
10691,0.062624,0.527392,2.44493,0.0,0.0,0.0,0.0,0.0,0.0
10692,0.0624,0.528768,2.44666,0.0,0.0,0.0,0.0,0.0,0.0
10693,0.06272,0.523808,2.45485,0.0,0.0,0.0,0.0,0.0,0.0
10694,0.06224,0.804608,2.44637,0.0,0.0,0.0,0.0,0.0,0.0
10695,0.062688,0.531136,2.44586,0.0,0.0,0.0,0.0,0.0,0.0
10696,0.062368,0.521824,2.45373,0.0,0.0,0.0,0.0,0.0,0.0
10697,0.062368,0.530816,2.4479,0.0,0.0,0.0,0.0,0.0,0.0
10698,0.062528,0.527072,2.44646,0.0,0.0,0.0,0.0,0.0,0.0
10699,0.062944,0.521664,2.72218,0.0,0.0,0.0,0.0,0.0,0.0
10700,0.062816,0.529024,2.45062,0.0,0.0,0.0,0.0,0.0,0.0
10701,0.06288,0.52784,2.4463,0.0,0.0,0.0,0.0,0.0,0.0
10702,0.062688,0.529312,2.45613,0.0,0.0,0.0,0.0,0.0,0.0
10703,0.062688,0.528128,2.44416,0.0,0.0,0.0,0.0,0.0,0.0
10704,0.062976,0.528,2.7416,0.0,0.0,0.0,0.0,0.0,0.0
10705,0.062464,0.680448,2.45702,0.0,0.0,0.0,0.0,0.0,0.0
10706,0.06272,0.529824,2.45085,0.0,0.0,0.0,0.0,0.0,0.0
10707,0.062368,0.526016,2.44086,0.0,0.0,0.0,0.0,0.0,0.0
10708,0.062752,0.527424,2.45779,0.0,0.0,0.0,0.0,0.0,0.0
10709,0.061952,0.526944,2.4465,0.0,0.0,0.0,0.0,0.0,0.0
10710,0.06272,0.811968,2.44912,0.0,0.0,0.0,0.0,0.0,0.0
10711,0.062688,0.528576,2.45386,0.0,0.0,0.0,0.0,0.0,0.0
10712,0.062656,0.527328,2.44768,0.0,0.0,0.0,0.0,0.0,0.0
10713,0.06288,0.527168,2.44496,0.0,0.0,0.0,0.0,0.0,0.0
10714,0.062528,0.524736,2.45453,0.0,0.0,0.0,0.0,0.0,0.0
10715,0.062336,0.524864,2.73184,0.0,0.0,0.0,0.0,0.0,0.0
10716,0.062272,0.527232,2.4448,0.0,0.0,0.0,0.0,0.0,0.0
10717,0.062272,0.526848,2.45853,0.0,0.0,0.0,0.0,0.0,0.0
10718,0.062272,0.531392,2.45037,0.0,0.0,0.0,0.0,0.0,0.0
10719,0.062592,0.530304,2.4464,0.0,0.0,0.0,0.0,0.0,0.0
10720,0.063424,0.529472,2.73056,0.0,0.0,0.0,0.0,0.0,0.0
10721,0.0,0.527552,2.44467,0.0,0.0,0.0,0.0,0.0,0.062208
10722,0.0,0.528416,2.44758,0.0,0.0,0.0,0.0,0.0,0.062592
10723,0.0,0.525088,2.45158,0.0,0.0,0.0,0.0,0.0,0.06272
10724,0.052608,0.527232,2.72854,0.266112,0.25792,0.253824,0.249728,0.249728,0.275712
10725,0.052192,0.529088,2.44458,0.266112,0.25792,0.253824,0.24976,0.24976,0.274336
10726,0.051712,0.527392,2.45456,0.266112,0.255872,0.253824,0.247712,0.248704,0.274336
10727,0.052384,0.52944,2.4455,0.26816,0.25792,0.516,0.251072,0.251776,0.276352
10728,0.051904,0.529824,2.44566,0.266112,0.257952,0.253824,0.24976,0.249728,0.27536
10729,0.051712,0.528992,2.44698,0.26816,0.255872,0.253856,0.24976,0.24976,0.274336
10730,0.05216,0.529472,2.44614,0.268192,0.25792,0.253824,0.24768,0.248704,0.274336
10731,0.052064,0.529632,2.89427,0.266144,0.257952,0.251776,0.24976,0.249728,0.275712
10732,0.051968,0.531392,2.44982,0.26816,0.257952,0.253856,0.248704,0.249728,0.274336
10733,0.052192,0.53424,2.44656,0.267136,0.25792,0.253824,0.249728,0.249728,0.276352
10734,0.052672,0.525504,2.44378,0.268192,0.26,0.253856,0.502656,0.2552,0.274336
10735,0.052064,0.528224,2.44954,0.269184,0.257952,0.253856,0.24768,0.249728,0.274336
10736,0.051808,0.531936,2.44515,0.266112,0.25792,0.253824,0.249728,0.249728,0.274304
10737,0.051936,0.532384,2.46227,0.270208,0.258944,0.255872,0.251808,0.251808,0.276384
10738,0.051776,0.527072,2.74912,0.26816,0.25792,0.255904,0.251808,0.251808,0.275712
10739,0.052064,0.531296,2.46432,0.269184,0.259968,0.255872,0.249728,0.251776,0.274336
10740,0.052,0.530752,2.4655,0.270208,0.259968,0.255872,0.24976,0.251744,0.276384
10741,0.052256,0.530112,2.4704,0.27024,0.51392,0.255904,0.251776,0.251808,0.274336
10742,0.05232,0.530784,2.46902,0.270208,0.259968,0.255872,0.250752,0.251776,0.276352
10743,0.051872,0.52992,2.46662,0.269184,0.26,0.255872,0.251808,0.251808,0.274336
10744,0.051424,0.530528,2.4721,0.26816,0.26,0.255904,0.24976,0.251776,0.274336
10745,0.052576,0.532448,2.74269,0.26816,0.259968,0.253824,0.249728,0.251776,0.275616
10746,0.052128,0.53264,2.46582,0.270208,0.259968,0.255872,0.250752,0.251808,0.276384
