Frame,CPU_Time_ms,VRAM_MB,RAM_MB,Fragment_Invocations,Compute_Invocations
1587,4.79889,3766,1460,7000156,12165120
1588,5.24139,3766,1460,6998610,12165120
1589,4.67682,3766,1460,7000350,12165120
1590,4.80652,3766,1460,6998944,12165120
1591,5.13458,3766,1460,7000537,12165120
1592,4.92859,3766,1460,6998238,12165120
1593,4.79889,3766,1460,7000750,12165120
1594,4.89807,3766,1460,6998812,12165120
1595,5.22614,3766,1460,6999109,12165120
1596,4.62341,3766,1460,6999148,12165120
1597,4.73785,3766,1460,6999479,12165120
1598,5.21088,3766,1460,7000479,12165120
1599,4.63104,3766,1460,6999759,12165120
1600,4.85229,3766,1460,6999880,12165120
1601,5.32532,3766,1460,7000286,12165120
1602,4.65393,3766,1460,6999291,12165120
1603,4.69208,3766,1462,6999285,12165120
1604,12.2757,3766,1462,6999400,12165120
1605,0.694275,3766,1462,6998772,12165120
1606,1.9455,3766,1462,7000042,12165120
1607,4.86755,3766,1462,6998038,12165120
1608,5.11169,3766,1462,6998231,12165120
1609,4.81415,3766,1462,6996814,12165120
1610,4.74548,3766,1462,6999130,12165120
1611,4.98962,3766,1462,6999929,12165120
1612,4.95148,3766,1462,6999172,12165120
1613,4.73022,3766,1462,7000158,12165120
1614,5.01251,3766,1462,7000101,12165120
1615,4.91333,3766,1462,6998410,12165120
1616,4.83704,3766,1462,6999115,12165120
1617,4.82941,3766,1462,6999133,12165120
1618,5.02777,3766,1462,6999062,12165120
1619,4.92859,3766,1462,7000965,12165120
1620,4.76074,3766,1462,6996808,12165120
1621,4.9057,3766,1462,6997844,12165120
1622,4.92859,3766,1462,6999688,12165120
1623,4.71497,3766,1462,6999563,12165120
1624,4.85992,3766,1462,7000408,12165120
1625,5.2948,3766,1462,6999433,12165120
1626,4.75311,3766,1462,6998448,12165120
1627,4.81415,3766,1462,7000428,12165120
1628,5.06592,3766,1462,7000026,12165120
1629,4.94385,3766,1462,6998834,12165120
1630,4.79126,3766,1462,6998549,12165120
1631,4.73785,3766,1462,7000118,12165120
1632,5.10406,3766,1462,7000445,12165120
1633,4.76074,3766,1462,6999413,12165120
1634,5.05066,3766,1462,6999625,12165120
1635,5.00488,3766,1462,6998080,12165120
1636,4.83704,3766,1462,6999343,12165120
1637,4.63104,3766,1462,6999999,12165120
1638,4.87518,3766,1462,6997937,12165120
1639,5.07355,3766,1462,6999537,12165120
1640,4.82941,3766,1462,6999077,12165120
1641,4.86755,3766,1462,6999290,12165120
1642,5.05066,3766,1462,6999829,12165120
1643,4.84467,3766,1462,6998534,12165120
1644,4.776,3766,1462,7000641,12165120
1645,4.95148,3766,1462,6990678,12165120
1646,5.09644,3766,1462,6999729,12165120
1647,4.76074,3766,1462,6999021,12165120
1648,4.75311,3766,1462,6999256,12165120
1649,5.32532,3766,1462,6998913,12165120
1650,4.776,3766,1462,6999478,12165120
1651,4.69971,3766,1462,6996447,12165120
1652,5.18036,3766,1462,6999257,12165120
1653,4.73785,3766,1462,6998313,12165120
1654,4.66156,3766,1462,6999152,12165120
1655,4.85229,3766,1462,6999139,12165120
1656,5.25665,3766,1462,6999474,12165120
1657,4.65393,3766,1462,6999048,12165120
1658,4.74548,3766,1462,6999695,12165120
1659,5.27191,3766,1462,6998388,12165120
1660,4.65393,3766,1462,6999734,12165120
1661,4.79126,3766,1462,6998784,12165120
1662,5.07355,3766,1462,6991509,12165120
1663,5.13458,3766,1462,6999345,12165120
1664,4.67682,3766,1462,6999220,12165120
1665,5.01251,3766,1462,6998981,12165120
1666,5.14221,3766,1462,7000901,12165120
1667,4.76074,3766,1462,6998737,12165120
1668,4.73785,3766,1462,6998254,12165120
1669,5.17273,3766,1462,6998835,12165120
1670,4.83704,3766,1462,6999371,12165120
1671,4.776,3766,1462,6998822,12165120
1672,5.02014,3766,1462,6999645,12165120
1673,4.92096,3766,1462,6998433,12165120
1674,4.69208,3766,1462,6998901,12165120
1675,5.30243,3766,1462,6999081,12165120
1676,4.68445,3766,1462,7000406,12165120
1677,4.81415,3766,1462,6997675,12165120
1678,4.81415,3766,1462,6998049,12165120
1679,5.18036,3766,1462,6999254,12165120
1680,4.73022,3766,1462,6998545,12165120
1681,4.79126,3766,1462,6999373,12165120
1682,4.89807,3766,1462,7001247,12165120
1683,5.24902,3766,1462,6998358,12165120
1684,4.86755,3766,1462,6997899,12165120
1685,4.70734,3766,1462,6998450,12165120
1686,5.39398,3766,1462,7000076,12165120
1687,4.53186,3766,1462,6999612,12165120
1688,4.95148,3766,1462,7000142,12165120
1689,4.93622,3766,1462,6999899,12165120
1690,4.66919,3766,1462,7001116,12165120
1691,5.0354,3766,1462,6998863,12165120
1692,4.70734,3766,1462,7000350,12165120
1693,5.31006,3766,1462,6998896,12165120
1694,4.55475,3766,1462,6999020,12165120
1695,4.85229,3766,1462,6998178,12165120
1696,5.07355,3766,1462,6997645,12165120
1697,4.92096,3766,1462,7001420,12165120
1698,4.67682,3766,1462,6998344,12165120
1699,4.85229,3766,1462,6997966,12165120
1700,5.08881,3766,1462,6998550,12165120
1701,4.776,3766,1462,6998125,12165120
1702,4.85992,3766,1462,6999318,12165120
1703,5.41687,3766,1462,7000224,12165120
1704,4.85229,3766,1462,6999606,12165120
1705,4.67682,3766,1462,6998547,12165120
1706,4.65393,3766,1462,7000499,12165120
1707,5.17273,3766,1449,6998033,12165120
1708,4.92859,3766,1449,6997377,12165120
1709,4.66156,3766,1449,6998839,12165120
1710,5.17273,3766,1449,6997797,12165120
1711,4.93622,3766,1449,7000251,12165120
1712,4.65393,3766,1449,7000212,12165120
1713,5.10406,3766,1449,6999522,12165120
1714,4.83704,3766,1449,6999095,12165120
1715,4.73785,3766,1449,6997947,12165120
1716,4.94385,3766,1449,6998921,12165120
1717,4.98199,3766,1449,6997275,12165120
1718,4.74548,3766,1449,6999166,12165120
1719,4.79126,3766,1449,7001078,12165120
1720,5.27954,3766,1449,6998701,12165120
1721,4.79889,3766,1449,6999352,12165120
1722,4.71497,3766,1449,6997819,12165120
1723,4.81415,3766,1449,7001602,12165120
1724,5.24902,3766,1449,6999576,12165120
1725,4.76837,3766,1449,6998540,12165120
1726,4.94385,3766,1449,6998766,12165120
1727,4.94385,3766,1449,6999092,12165120
1728,4.75311,3766,1449,7000102,12165120
1729,5.00488,3766,1449,6998369,12165120
1730,4.95148,3766,1449,6999188,12165120
1731,4.79889,3766,1449,6999291,12165120
1732,4.9057,3766,1449,7001864,12165120
1733,4.69971,3766,1449,6996649,12165120
1734,5.21851,3766,1449,6999172,12165120
1735,4.89807,3766,1449,6998270,12165120
1736,4.55475,3766,1449,6996762,12165120
1737,5.28717,3766,1449,6999525,12165120
1738,4.65393,3766,1449,6999024,12165120
1739,4.80652,3766,1449,6999487,12165120
1740,4.84467,3766,1449,6999175,12165120
1741,5.05829,3766,1449,6998462,12165120
1742,4.69971,3766,1449,7000521,12165120
1743,4.82941,3766,1449,6999182,12165120
1744,5.30243,3766,1449,6999552,12165120
1745,4.78363,3766,1449,7000599,12165120
1746,5.04303,3766,1449,7000408,12165120
1747,4.98199,3766,1449,6997974,12165120
1748,4.79889,3766,1449,7000141,12165120
1749,4.76837,3766,1449,6997268,12165120
1750,4.85229,3766,1449,6999771,12165120
1751,5.14221,3766,1449,7000931,12165120
1752,4.76074,3766,1449,6998287,12165120
1753,4.776,3766,1449,6997122,12165120
1754,5.26428,3766,1449,7000397,12165120
1755,4.70734,3766,1449,6999331,12165120
1756,4.96674,3766,1449,7000381,12165120
1757,4.82178,3766,1449,7000519,12165120
1758,5.08118,3766,1449,6998248,12165120
1759,4.62341,3766,1449,7000272,12165120
1760,4.99725,3766,1449,6998110,12165120
1761,5.07355,3766,1449,6999119,12165120
1762,4.65393,3766,1449,6999392,12165120
1763,4.81415,3766,1449,6999731,12165120
1764,5.17273,3766,1449,6998930,12165120
1765,5.12695,3766,1449,6998512,12165120
1766,4.58527,3766,1449,6999261,12165120
1767,4.81415,3766,1449,6997778,12165120
1768,5.14221,3766,1449,6999589,12165120
1769,4.776,3766,1449,6999650,12165120
1770,4.80652,3766,1449,6998152,12165120
1771,5.13458,3766,1449,6998260,12165120
1772,5.02014,3766,1449,7000969,12165120
1773,4.68445,3766,1449,6999566,12165120
1774,4.96674,3766,1449,6998998,12165120
1775,4.87518,3766,1449,7000139,12165120
1776,4.82941,3766,1449,6999026,12165120
1777,4.93622,3766,1449,6998486,12165120
1778,5.05829,3766,1449,7001188,12165120
1779,4.84467,3766,1449,7000087,12165120
1780,4.63867,3766,1449,6998882,12165120
1781,5.43976,3766,1449,7000197,12165120
1782,4.776,3766,1449,6998839,12165120
1783,4.67682,3766,1449,6999066,12165120
1784,4.93622,3766,1449,6999571,12165120
1785,5.18799,3766,1449,7000656,12165120
1786,4.70734,3766,1449,7000099,12165120
1787,4.82178,3766,1449,6999818,12165120
1788,5.35583,3766,1449,6998057,12165120
1789,4.73785,3766,1449,6999755,12165120
1790,4.73022,3766,1449,6997762,12165120
1791,5.02014,3766,1449,6999565,12165120
1792,4.76837,3766,1449,7000656,12165120
1793,5.14984,3766,1449,6997160,12165120
1794,4.60052,3766,1449,7000459,12165120
1795,5.07355,3766,1449,6998393,12165120
1796,4.82941,3766,1449,6999989,12165120
1797,4.98199,3766,1449,6997983,12165120
1798,5.02014,3766,1449,6997853,12165120
1799,4.73785,3766,1449,6999860,12165120
1800,5.05066,3766,1449,6998894,12165120
1801,4.61578,3766,1449,6997123,12165120
1802,5.11169,3766,1449,7001243,12165120
1803,4.93622,3766,1449,6999061,12165120
1804,4.73022,3766,1449,7000964,12165120
1805,5.25665,3766,1449,6998463,12165120
1806,4.65393,3766,1449,6999091,12165120
1807,4.92096,3766,1449,7000313,12165120
1808,5.06592,3766,1449,7001045,12165120
1809,4.73785,3766,1449,6999098,12165120
1810,4.83704,3766,1449,7000355,12165120
1811,4.85229,3766,1449,6998994,12165120
1812,5.07355,3766,1449,6999344,12165120
1813,4.86755,3766,1449,6999931,12165120
1814,4.91333,3766,1449,6999554,12165120
1815,5.01251,3766,1449,6998608,12165120
1816,4.79126,3766,1449,6998819,12165120
1817,4.88281,3766,1449,6998756,12165120
1818,4.89044,3766,1449,6998569,12165120
1819,5.06592,3766,1449,7000449,12165120
1820,4.63104,3766,1449,6999616,12165120
1821,4.85992,3766,1449,6999379,12165120
1822,5.14221,3766,1449,6999998,12165120
1823,4.82178,3766,1449,6997886,12165120
1824,4.95911,3766,1449,6998597,12165120
1825,4.95911,3766,1449,6998930,12165120
1826,4.93622,3766,1449,6999747,12165120
1827,4.85992,3766,1449,6999672,12165120
1828,4.75311,3766,1449,6998342,12165120
1829,5.40161,3766,1449,6998658,12165120
1830,4.6463,3766,1449,6999416,12165120
1831,4.65393,3766,1449,6999327,12165120
1832,5.32532,3766,1449,6999400,12165120
1833,4.79889,3766,1449,6999970,12165120
1834,4.74548,3766,1449,6998832,12165120
1835,4.91333,3766,1449,6996435,12165120
1836,5.1651,3766,1449,6998324,12165120
1837,4.70734,3766,1449,6998270,12165120
1838,4.76837,3766,1449,7001150,12165120
1839,5.10406,3766,1449,6998454,12165120
1840,4.79126,3766,1449,7000318,12165120
1841,4.9057,3766,1449,6999241,12165120
1842,4.98962,3766,1449,6998529,12165120
1843,5.04303,3766,1449,6999848,12165120
1844,4.66156,3766,1449,6996789,12165120
1845,4.85992,3766,1449,6998133,12165120
1846,5.35583,3766,1449,6999674,12165120
1847,4.7226,3766,1449,6998553,12165120
1848,4.78363,3766,1449,6998461,12165120
1849,5.07355,3766,1449,7000102,12165120
1850,4.86755,3766,1449,7000602,12165120
1851,4.69971,3766,1449,7000571,12165120
1852,5.11932,3766,1449,6998998,12165120
1853,4.98199,3766,1449,6998800,12165120
1854,4.92096,3766,1449,7000430,12165120
1855,4.58527,3766,1449,6997043,12165120
1856,5.24902,3766,1449,7000229,12165120
1857,4.79889,3766,1449,6999110,12165120
1858,4.67682,3766,1449,6999183,12165120
1859,5.09644,3766,1449,6999963,12165120
1860,4.97437,3766,1449,6998510,12165120
1861,4.75311,3766,1449,7000345,12165120
1862,4.92096,3766,1449,7000149,12165120
1863,4.95148,3766,1449,6999789,12165120
1864,4.84467,3766,1449,6999257,12165120
1865,4.86755,3766,1449,7000518,12165120
1866,5.25665,3766,1449,7000488,12165120
1867,4.776,3766,1449,6996183,12165120
1868,4.84467,3766,1449,6999484,12165120
1869,4.85992,3766,1449,6998729,12165120
1870,5.31006,3766,1449,6998674,12165120
1871,4.98199,3766,1449,6999783,12165120
1872,4.66919,3766,1449,6999254,12165120
1873,5.14221,3766,1449,6999019,12165120
1874,4.84467,3766,1449,6999203,12165120
1875,4.89807,3766,1449,6997655,12165120
1876,4.99725,3766,1449,7000041,12165120
1877,4.80652,3766,1449,6999286,12165120
1878,4.89044,3766,1449,7000395,12165120
1879,4.7226,3766,1449,6997862,12165120
1880,5.11169,3766,1449,6999699,12165120
1881,4.86755,3766,1449,7000034,12165120
1882,4.7226,3766,1449,6998149,12165120
1883,5.32532,3766,1449,6999494,12165120
1884,4.82178,3766,1449,7001007,12165120
1885,4.78363,3766,1449,6999224,12165120
1886,5.00488,3766,1449,6997091,12165120
1887,5.11169,3766,1449,6999287,12165120
1888,4.92859,3766,1449,6998616,12165120
1889,4.65393,3766,1449,6999614,12165120
1890,5.05066,3766,1449,6999554,12165120
1891,4.93622,3766,1449,7000280,12165120
1892,4.82178,3766,1449,6999696,12165120
1893,5.06592,3766,1449,6997873,12165120
1894,4.79889,3766,1449,6998542,12165120
1895,4.88281,3766,1449,7000312,12165120
1896,4.95148,3766,1449,6999138,12165120
1897,5.01251,3766,1449,6999229,12165120
1898,4.68445,3766,1449,7000098,12165120
1899,4.98962,3766,1449,6998353,12165120
1900,5.05829,3766,1449,7000374,12165120
1901,4.70734,3766,1449,6998953,12165120
1902,5.08881,3766,1449,6998037,12165120
1903,4.85992,3766,1449,6991614,12165120
1904,5.05066,3766,1449,6999623,12165120
1905,4.80652,3766,1449,6998860,12165120
1906,4.69971,3766,1449,6997971,12165120
1907,5.18799,3766,1449,6997838,12165120
1908,4.73022,3766,1449,6999325,12165120
1909,4.82941,3766,1449,6997538,12165120
1910,5.33295,3766,1439,6999311,12165120
1911,4.76074,3766,1439,6998957,12165120
1912,4.80652,3766,1439,6998235,12165120
1913,4.76837,3766,1439,7000581,12165120
1914,5.06592,3766,1439,6998742,12165120
1915,4.92096,3766,1439,6999342,12165120
1916,4.80652,3766,1439,6998738,12165120
1917,5.17273,3766,1439,6998772,12165120
1918,4.7226,3766,1439,6999164,12165120
1919,4.73022,3766,1439,6998027,12165120
1920,5.09644,3766,1439,6998941,12165120
1921,4.98962,3766,1439,7000223,12165120
1922,4.70734,3766,1439,7001152,12165120
1923,4.79126,3766,1439,6999951,12165120
1924,5.24902,3766,1439,6998946,12165120
1925,4.92096,3766,1439,7001001,12165120
1926,4.78363,3766,1439,6999240,12165120
1927,5.05066,3766,1439,6999160,12165120
1928,4.89807,3766,1439,7000576,12165120
1929,4.75311,3766,1439,7000682,12165120
1930,4.78363,3766,1439,6997530,12165120
1931,5.24139,3766,1439,7000465,12165120
1932,4.68445,3766,1439,6999829,12165120
1933,5.00488,3766,1439,7000080,12165120
1934,5.00488,3766,1439,6999323,12165120
1935,4.76837,3766,1439,6999351,12165120
1936,4.75311,3766,1439,6998386,12165120
1937,5.09644,3766,1439,6998912,12165120
1938,4.92096,3766,1439,6998755,12165120
1939,4.76837,3766,1439,6998740,12165120
1940,4.73022,3766,1439,7000391,12165120
1941,5.15747,3766,1439,6998833,12165120
1942,4.91333,3766,1439,6996903,12165120
1943,4.84467,3766,1439,6998867,12165120
1944,5.27191,3766,1439,6999714,12165120
1945,4.73785,3766,1439,6999793,12165120
1946,4.776,3766,1439,6998473,12165120
1947,5.02014,3766,1439,6997253,12165120
1948,4.81415,3766,1439,6998639,12165120
1949,4.88281,3766,1439,6998911,12165120
1950,4.76837,3766,1439,6997320,12165120
1951,5.11169,3766,1439,6997834,12165120
1952,4.79889,3766,1439,6999249,12165120
1953,4.79889,3766,1439,6999888,12165120
1954,5.25665,3766,1439,6998364,12165120
1955,4.776,3766,1439,6997804,12165120
1956,4.776,3766,1439,7000481,12165120
1957,4.78363,3766,1439,6999710,12165120
1958,5.08881,3766,1439,7000478,12165120
1959,4.94385,3766,1439,7000024,12165120
1960,4.61578,3766,1439,6999505,12165120
1961,5.14984,3766,1439,7000342,12165120
1962,4.75311,3766,1439,6999274,12165120
1963,4.79889,3766,1439,6999204,12165120
1964,5.18799,3766,1439,6997574,12165120
1965,5.10406,3766,1439,6998664,12165120
1966,4.73785,3766,1439,6998400,12165120
1967,4.86755,3766,1439,6999410,12165120
1968,4.98962,3766,1439,7000022,12165120
1969,4.82178,3766,1439,6999676,12165120
1970,4.76837,3766,1439,6999673,12165120
1971,5.21088,3766,1439,6998055,12165120
1972,4.85992,3766,1439,6997575,12165120
1973,4.73022,3766,1439,6999016,12165120
1974,4.92096,3766,1439,6999371,12165120
1975,5.09644,3766,1439,6999315,12165120
1976,4.79126,3766,1439,6999630,12165120
1977,4.82941,3766,1439,6999472,12165120
1978,5.11169,3766,1439,7000279,12165120
1979,4.76074,3766,1439,7000012,12165120
1980,4.82941,3766,1439,6999868,12165120
1981,5.06592,3766,1439,6999282,12165120
1982,5.11169,3766,1439,7000273,12165120
1983,4.776,3766,1439,6998174,12165120
1984,4.76837,3766,1439,6997917,12165120
1985,5.21088,3766,1439,6997893,12165120
1986,4.95911,3766,1439,6998866,12165120
1987,4.82941,3766,1439,6997785,12165120
1988,5.05066,3766,1439,6998327,12165120
1989,4.95148,3766,1439,6998474,12165120
1990,4.66156,3766,1439,6998543,12165120
1991,5.22614,3766,1439,6999914,12165120
1992,4.91333,3766,1439,7000930,12165120
1993,4.69208,3766,1439,6998328,12165120
1994,4.69971,3766,1439,6999865,12165120
1995,5.31769,3766,1439,6998376,12165120
1996,4.60052,3766,1439,6998541,12165120
1997,4.79126,3766,1439,6998925,12165120
1998,5.21851,3766,1439,7000284,12165120
1999,4.71497,3766,1439,6997963,12165120
2000,4.82941,3766,1439,6998481,12165120
2001,4.76074,3766,1439,6998501,12165120
2002,5.21088,3766,1439,6999142,12165120
2003,4.92859,3766,1439,6999666,12165120
2004,4.6463,3766,1439,6997324,12165120
2005,5.22614,3766,1439,6998789,12165120
2006,4.9057,3766,1439,6998997,12165120
2007,4.92859,3766,1439,6998040,12165120
2008,4.75311,3766,1439,6997081,12165120
2009,5.13458,3766,1439,6998419,12165120
2010,4.69208,3766,1439,6997974,12165120
2011,4.76074,3766,1439,6999869,12165120
2012,5.11932,3766,1439,7000570,12165120
2013,4.96674,3766,1439,6998475,12165120
2014,4.78363,3766,1439,7000804,12165120
2015,5.1651,3766,1439,6997096,12165120
2016,4.76837,3766,1439,6998658,12165120
2017,4.84467,3766,1439,6998267,12165120
2018,4.97437,3766,1439,6999159,12165120
2019,5.08118,3766,1439,6998650,12165120
2020,4.63104,3766,1439,6997990,12165120
2021,4.91333,3766,1439,7000853,12165120
2022,5.21088,3766,1439,6999484,12165120
2023,4.74548,3766,1439,7000045,12165120
2024,4.93622,3766,1439,6999544,12165120
2025,4.73785,3766,1439,6997610,12165120
2026,5.39398,3766,1439,6998254,12165120
2027,4.63867,3766,1439,6999807,12165120
2028,4.74548,3766,1439,6998363,12165120
2029,5.49316,3766,1439,6998669,12165120
2030,4.4632,3766,1439,7000144,12165120
2031,4.85992,3766,1439,6998904,12165120
2032,5.26428,3766,1439,6999982,12165120
2033,4.82941,3766,1439,6999241,12165120
2034,4.7226,3766,1439,6999704,12165120
2035,4.93622,3766,1439,6999831,12165120
2036,5.08881,3766,1439,7000511,12165120
2037,4.82178,3766,1439,6998811,12165120
2038,4.85229,3766,1439,6997819,12165120
2039,5.08881,3766,1439,7001494,12165120
2040,4.73022,3766,1439,7001124,12165120
2041,4.98199,3766,1439,6999075,12165120
2042,4.69208,3766,1439,6999232,12165120
2043,5.11932,3766,1439,6999692,12165120
2044,4.87518,3766,1439,6999713,12165120
2045,4.85229,3766,1439,6998766,12165120
2046,5.22614,3766,1439,6998964,12165120
2047,4.69971,3766,1439,6997532,12165120
2048,5.00488,3766,1439,6999425,12165120
2049,5.06592,3766,1439,7000494,12165120
2050,4.70734,3766,1439,6997889,12165120
2051,4.83704,3766,1439,6998822,12165120
2052,4.75311,3766,1439,6998544,12165120
2053,5.11932,3766,1439,7001546,12165120
2054,5.05066,3766,1439,6998802,12165120
2055,4.5929,3766,1439,6997051,12165120
2056,5.0354,3766,1439,6998742,12165120
2057,4.86755,3766,1439,6999234,12165120
2058,5.28717,3766,1439,6999130,12165120
2059,4.5929,3766,1439,6998698,12165120
2060,5.12695,3766,1439,6999956,12165120
2061,4.94385,3766,1439,6999764,12165120
2062,4.67682,3766,1439,6999180,12165120
2063,5.45502,3766,1439,6997792,12165120
2064,4.71497,3766,1439,7000558,12165120
2065,4.65393,3766,1439,6998284,12165120
2066,5.13458,3766,1439,6999622,12165120
2067,4.81415,3766,1439,6999138,12165120
2068,4.83704,3766,1439,7000181,12165120
2069,4.80652,3766,1439,6997546,12165120
2070,5.33295,3766,1439,7000421,12165120
2071,4.62341,3766,1439,6998682,12165120
2072,4.73022,3766,1439,6999223,12165120
2073,5.43976,3766,1439,6999636,12165120
2074,4.63867,3766,1439,6998354,12165120
2075,4.82941,3766,1439,6999341,12165120
2076,5.02777,3766,1439,6998487,12165120
2077,5.00488,3766,1439,7000666,12165120
2078,4.69971,3766,1439,6999851,12165120
2079,4.85229,3766,1439,7000834,12165120
2080,5.0354,3766,1439,6999179,12165120
2081,4.85229,3766,1439,6998344,12165120
2082,4.99725,3766,1439,6999909,12165120
2083,5.08881,3766,1439,6999326,12165120
2084,4.89807,3766,1439,6998964,12165120
2085,4.61578,3766,1439,7000912,12165120
2086,4.83704,3766,1439,6992496,12165120
2087,5.33295,3766,1439,7000090,12165120
2088,4.7226,3766,1439,6999875,12165120
2089,4.85229,3766,1439,6999165,12165120
2090,5.18036,3766,1439,6998803,12165120
2091,4.74548,3766,1439,6999072,12165120
2092,4.94385,3766,1439,6998808,12165120
2093,5.11932,3766,1439,6998774,12165120
2094,4.78363,3766,1439,7000043,12165120
2095,4.92859,3766,1439,6999222,12165120
2096,4.6463,3766,1439,6998809,12165120
2097,5.27191,3766,1439,6999469,12165120
2098,4.63104,3766,1439,6998283,12165120
2099,4.86755,3766,1439,7000076,12165120
2100,5.27954,3766,1439,6997516,12165120
2101,4.60815,3766,1439,6998665,12165120
2102,4.96674,3766,1439,6999636,12165120
2103,5.02777,3766,1439,6997785,12165120
2104,4.92096,3766,1439,6998671,12165120
2105,4.776,3766,1439,6999984,12165120
2106,4.79889,3766,1439,6999639,12165120
2107,5.41687,3766,1439,6998701,12165120
2108,4.63104,3766,1439,6999042,12165120
2109,4.73022,3766,1439,6999343,12165120
2110,5.24139,3766,1439,6998882,12165120
2111,4.74548,3766,1439,6998016,12165120
2112,5.02777,3766,1439,6999567,12165120
2113,4.78363,3766,1439,6999497,12165120
2114,5.31006,3766,1426,7001056,12165120
2115,4.69208,3766,1426,6999172,12165120
2116,4.84467,3766,1426,7000519,12165120
2117,4.98962,3766,1426,6999619,12165120
2118,4.81415,3766,1426,6999384,12165120
2119,4.776,3766,1426,6998216,12165120
2120,5.05066,3766,1426,6999765,12165120
2121,4.86755,3766,1426,6999676,12165120
2122,4.776,3766,1426,7000535,12165120
2123,4.82941,3766,1426,7000722,12165120
2124,5.13458,3766,1426,6999552,12165120
2125,4.78363,3766,1426,7000564,12165120
2126,4.89807,3766,1426,6999383,12165120
2127,5.31006,3766,1426,6998677,12165120
2128,4.96674,3766,1426,6999778,12165120
2129,4.66919,3766,1426,6997334,12165120
2130,5.02777,3766,1426,6998722,12165120
2131,4.91333,3766,1426,7000395,12165120
2132,4.76837,3766,1426,7000463,12165120
2133,4.94385,3766,1426,7000581,12165120
2134,4.91333,3766,1426,6998274,12165120
2135,4.89807,3766,1426,6999907,12165120
2136,4.73022,3766,1426,6998694,12165120
2137,5.02777,3766,1426,6996002,12165120
2138,4.93622,3766,1426,6997153,12165120
2139,4.76074,3766,1426,6999548,12165120
2140,5.08118,3766,1426,6998500,12165120
2141,5.0354,3766,1426,6999451,12165120
2142,4.65393,3766,1426,6998969,12165120
2143,4.89807,3766,1426,6999160,12165120
2144,5.20325,3766,1426,6999900,12165120
2145,4.79889,3766,1426,6999880,12165120
2146,4.76837,3766,1426,6998782,12165120
2147,5.37109,3766,1426,6999029,12165120
2148,4.81415,3766,1426,6998705,12165120
2149,5.18799,3766,1426,6996814,12165120
2150,4.50897,3766,1426,6997786,12165120
2151,5.08118,3766,1426,6997282,12165120
2152,4.69208,3766,1426,6999050,12165120
2153,4.82941,3766,1426,6999973,12165120
2154,4.98962,3766,1426,6998990,12165120
2155,4.98199,3766,1426,7000387,12165120
2156,4.82941,3766,1426,6997749,12165120
2157,4.70734,3766,1426,6998929,12165120
2158,5.30243,3766,1426,6999493,12165120
2159,4.68445,3766,1426,6999004,12165120
2160,4.70734,3766,1426,6998996,12165120
2161,5.19562,3766,1426,6998495,12165120
2162,4.76837,3766,1426,6999887,12165120
2163,4.85229,3766,1426,6998651,12165120
2164,4.83704,3766,1426,6998647,12165120
2165,5.40924,3766,1426,7000221,12165120
2166,4.69971,3766,1426,6998081,12165120
2167,4.79889,3766,1426,7001290,12165120
2168,5.19562,3766,1426,6998631,12165120
2169,4.78363,3766,1426,6999113,12165120
2170,4.86755,3766,1426,6998455,12165120
2171,5.10406,3766,1426,6998051,12165120
2172,4.776,3766,1426,6999260,12165120
2173,4.74548,3766,1426,6998397,12165120
2174,4.79126,3766,1426,6998830,12165120
2175,5.52368,3766,1426,6997772,12165120
2176,4.73785,3766,1426,6999204,12165120
2177,4.53949,3766,1426,6999027,12165120
2178,5.26428,3766,1426,7000344,12165120
2179,4.87518,3766,1426,6997120,12165120
2180,4.65393,3766,1426,6999689,12165120
2181,5.40924,3766,1426,6998681,12165120
2182,4.89807,3766,1426,7000020,12165120
2183,4.50134,3766,1426,6999547,12165120
2184,4.76074,3766,1426,7000784,12165120
2185,5.34058,3766,1426,6999724,12165120
2186,4.82178,3766,1426,6998751,12165120
2187,4.70734,3766,1426,7000386,12165120
2188,5.21851,3766,1426,7000072,12165120
2189,4.80652,3766,1426,6999211,12165120
2190,4.80652,3766,1426,6999289,12165120
2191,4.95911,3766,1426,6998571,12165120
2192,5.19562,3766,1426,6999295,12165120
2193,4.82941,3766,1426,6999448,12165120
2194,4.74548,3766,1426,7000677,12165120
2195,4.99725,3766,1426,6997521,12165120
2196,4.76837,3766,1426,6999665,12165120
2197,4.98199,3766,1426,6997633,12165120
2198,4.99725,3766,1426,6998371,12165120
2199,5.06592,3766,1426,6999537,12165120
2200,4.57001,3766,1426,7000663,12165120
2201,5.02777,3766,1426,7001909,12165120
2202,5.10406,3766,1426,6999647,12165120
2203,4.66156,3766,1426,7000431,12165120
2204,4.87518,3766,1426,6998463,12165120
2205,5.11932,3766,1426,6998865,12165120
2206,4.79126,3766,1426,6998840,12165120
2207,4.87518,3766,1426,6999830,12165120
2208,4.776,3766,1426,6991641,12165120
2209,5.20325,3766,1426,6998170,12165120
2210,4.76837,3766,1426,7001333,12165120
2211,4.7226,3766,1426,6998808,12165120
2212,5.18036,3766,1426,7001691,12165120
2213,4.84467,3766,1426,6999238,12165120
2214,4.88281,3766,1426,6997459,12165120
2215,4.95911,3766,1426,6991187,12165120
2216,4.94385,3766,1426,6995418,12165120
2217,5.15747,3766,1426,6998592,12165120
2218,4.50134,3766,1426,7001672,12165120
2219,5.20325,3766,1426,6998093,12165120
2220,4.81415,3766,1426,6999185,12165120
