Frame,CPU_Time_ms,VRAM_MB,RAM_MB,Fragment_Invocations,Compute_Invocations
5370,4.69971,3766,1293,6744331,12165120
5371,4.47083,3766,1293,6743708,12165120
5372,4.19617,3766,1293,6745707,12165120
5373,5.11932,3766,1293,6745553,12165120
5374,4.26483,3766,1293,6741711,12165120
5375,4.68445,3766,1293,6743967,12165120
5376,4.47083,3766,1293,6745590,12165120
5377,4.76837,3766,1293,6744439,12165120
5378,4.60052,3766,1293,6744097,12165120
5379,4.17328,3766,1293,6745454,12165120
5380,5.04303,3766,1293,6745782,12165120
5381,4.35638,3766,1293,6744408,12165120
5382,4.52423,3766,1293,6745291,12165120
5383,4.47083,3766,1293,6745436,12165120
5384,4.92859,3766,1293,6744726,12165120
5385,4.37927,3766,1293,6744681,12165120
5386,4.45557,3766,1293,6744954,12165120
5387,4.75311,3766,1293,6745808,12165120
5388,4.69971,3766,1293,6744934,12165120
5389,4.47083,3766,1293,6745975,12165120
5390,4.81415,3766,1293,6745161,12165120
5391,4.57001,3766,1293,6744523,12165120
5392,4.30298,3766,1293,6744509,12165120
5393,4.50134,3766,1293,6744800,12165120
5394,4.73022,3766,1293,6744344,12165120
5395,4.66919,3766,1293,6744174,12165120
5396,4.44031,3766,1293,6744485,12165120
5397,4.82941,3766,1293,6745390,12165120
5398,4.4632,3766,1293,6743888,12165120
5399,4.41742,3766,1298,6744917,12165120
5400,23.4604,3766,1298,6744073,12165120
5401,1.04523,3766,1298,6745793,12165120
5402,0.671387,3766,1298,6744027,12165120
5403,2.94495,3766,1298,6744134,12165120
5404,4.80652,3766,1298,6744772,12165120
5405,4.57001,3766,1298,6744086,12165120
5406,4.23431,3766,1298,6745538,12165120
5407,5.08881,3766,1298,6743636,12165120
5408,4.24957,3766,1298,6744119,12165120
5409,4.69971,3766,1298,6745172,12165120
5410,4.776,3766,1298,6744681,12165120
5411,4.29535,3766,1298,6744488,12165120
5412,4.61578,3766,1298,6743542,12165120
5413,4.39453,3766,1298,6744886,12165120
5414,4.62341,3766,1298,6744618,12165120
5415,4.83704,3766,1298,6745160,12165120
5416,4.19617,3766,1298,6745801,12165120
5417,4.57764,3766,1298,6743900,12165120
5418,4.9057,3766,1298,6745077,12165120
5419,4.29535,3766,1298,6744226,12165120
5420,4.53186,3766,1298,6745675,12165120
5421,4.5166,3766,1298,6744374,12165120
5422,5.2948,3766,1298,6743955,12165120
5423,4.11987,3766,1298,6745287,12165120
5424,4.30298,3766,1298,6744116,12165120
5425,5.0354,3766,1298,6740472,12165120
5426,4.24194,3766,1298,6745241,12165120
5427,4.44031,3766,1298,6744770,12165120
5428,5.21851,3766,1298,6744067,12165120
5429,4.39453,3766,1298,6743849,12165120
5430,4.44031,3766,1298,6744755,12165120
5431,4.29535,3766,1298,6743886,12165120
5432,5.02777,3766,1298,6743931,12165120
5433,4.3869,3766,1298,6745829,12165120
5434,4.31061,3766,1298,6744714,12165120
5435,4.63867,3766,1298,6744497,12165120
5436,4.74548,3766,1298,6743945,12165120
5437,4.44794,3766,1298,6744604,12165120
5438,4.63867,3766,1298,6745261,12165120
5439,4.35638,3766,1298,6744517,12165120
5440,4.71497,3766,1298,6744107,12165120
5441,4.63104,3766,1298,6744293,12165120
5442,4.32587,3766,1298,6745534,12165120
5443,4.68445,3766,1298,6743842,12165120
5444,4.81415,3766,1298,6744804,12165120
5445,4.36401,3766,1298,6745004,12165120
5446,4.6463,3766,1298,6744662,12165120
5447,4.74548,3766,1298,6744508,12165120
5448,4.41742,3766,1298,6744440,12165120
5449,4.41742,3766,1298,6745598,12165120
5450,4.47083,3766,1298,6743813,12165120
5451,5.04303,3766,1298,6743350,12165120
5452,4.3869,3766,1298,6743601,12165120
5453,4.57001,3766,1298,6745682,12165120
5454,4.53186,3766,1298,6744772,12165120
5455,4.86755,3766,1298,6744242,12165120
5456,4.22668,3766,1298,6743808,12165120
5457,4.54712,3766,1298,6744525,12165120
5458,4.75311,3766,1298,6745182,12165120
5459,4.50134,3766,1298,6740600,12165120
5460,4.40216,3766,1298,6744881,12165120
5461,4.4632,3766,1298,6744665,12165120
5462,4.79126,3766,1298,6745024,12165120
5463,4.56238,3766,1298,6744360,12165120
5464,5.40161,3766,1298,6744468,12165120
5465,3.92151,3766,1298,6745046,12165120
5466,5.19562,3766,1298,6744939,12165120
5467,3.96729,3766,1298,6744303,12165120
5468,4.37927,3766,1298,6745606,12165120
5469,4.86755,3766,1298,6745078,12165120
5470,4.45557,3766,1298,6743893,12165120
5471,4.47083,3766,1298,6744773,12165120
5472,4.76074,3766,1298,6744792,12165120
5473,4.83704,3766,1298,6744723,12165120
5474,4.7226,3766,1298,6744687,12165120
5475,4.08936,3766,1298,6744663,12165120
5476,5.07355,3766,1298,6743033,12165120
5477,4.95911,3766,1298,6745690,12165120
5478,3.71552,3766,1298,6744990,12165120
5479,4.92096,3766,1298,6743931,12165120
5480,4.39453,3766,1298,6745102,12165120
5481,4.85229,3766,1298,6743973,12165120
5482,4.29535,3766,1298,6745699,12165120
5483,4.30298,3766,1298,6739957,12165120
5484,5.31769,3766,1298,6743883,12165120
5485,4.02069,3766,1298,6745507,12165120
5486,4.58527,3766,1298,6745731,12165120
5487,5.07355,3766,1298,6744895,12165120
5488,3.9978,3766,1298,6745661,12165120
5489,5.04303,3766,1298,6745288,12165120
5490,3.92151,3766,1298,6744939,12165120
5491,5.06592,3766,1298,6744646,12165120
5492,4.37164,3766,1298,6744651,12165120
5493,4.36401,3766,1298,6744512,12165120
5494,4.53186,3766,1298,6744009,12165120
5495,5.24902,3766,1298,6744957,12165120
5496,4.31824,3766,1298,6743140,12165120
5497,4.13513,3766,1298,6744524,12165120
5498,4.94385,3766,1298,6745826,12165120
5499,4.63104,3766,1298,6745626,12165120
5500,4.52423,3766,1298,6744190,12165120
5501,4.15802,3766,1298,6745182,12165120
5502,5.53894,3766,1287,6744285,12165120
5503,3.75366,3766,1287,6744667,12165120
5504,5.0354,3766,1287,6743438,12165120
5505,4.23431,3766,1287,6744453,12165120
5506,4.43268,3766,1287,6744271,12165120
5507,4.98962,3766,1287,6744725,12165120
5508,4.1275,3766,1287,6744618,12165120
5509,4.95148,3766,1287,6745164,12165120
5510,4.36401,3766,1287,6744732,12165120
5511,4.37164,3766,1287,6744992,12165120
5512,4.83704,3766,1287,6744503,12165120
5513,4.31061,3766,1287,6744433,12165120
5514,4.76837,3766,1287,6744779,12165120
5515,5.20325,3766,1287,6744164,12165120
5516,3.86047,3766,1287,6743320,12165120
5517,5.0354,3766,1287,6744794,12165120
5518,4.31824,3766,1287,6743695,12165120
5519,4.05884,3766,1287,6744002,12165120
5520,5.23376,3766,1287,6745122,12165120
5521,4.42505,3766,1287,6744776,12165120
5522,5.02014,3766,1287,6745347,12165120
5523,4.24194,3766,1287,6743907,12165120
5524,4.61578,3766,1287,6744729,12165120
5525,4.84467,3766,1287,6744099,12165120
5526,4.00543,3766,1287,6744263,12165120
5527,5.00488,3766,1287,6744988,12165120
5528,4.21906,3766,1287,6744321,12165120
5529,4.39453,3766,1287,6745140,12165120
5530,4.66156,3766,1287,6744431,12165120
5531,4.50897,3766,1287,6745541,12165120
5532,4.99725,3766,1287,6744576,12165120
5533,4.16565,3766,1287,6745754,12165120
5534,4.57764,3766,1287,6745735,12165120
5535,4.76074,3766,1287,6743559,12165120
5536,4.79126,3766,1287,6744475,12165120
5537,3.93677,3766,1287,6744073,12165120
5538,4.84467,3766,1287,6744382,12165120
5539,4.41742,3766,1287,6745604,12165120
5540,4.89044,3766,1287,6744696,12165120
5541,4.08173,3766,1287,6744680,12165120
5542,4.95911,3766,1287,6745413,12165120
5543,4.61578,3766,1287,6744774,12165120
5544,4.23431,3766,1287,6744423,12165120
5545,4.82941,3766,1287,6743937,12165120
5546,4.66919,3766,1287,6744729,12165120
5547,4.54712,3766,1287,6744649,12165120
5548,4.24194,3766,1287,6743832,12165120
5549,4.89807,3766,1287,6745392,12165120
5550,4.60815,3766,1287,6744415,12165120
5551,4.5929,3766,1287,6744812,12165120
5552,4.36401,3766,1287,6743525,12165120
5553,4.84467,3766,1287,6746535,12165120
5554,4.35638,3766,1287,6742110,12165120
5555,4.9057,3766,1287,6741403,12165120
5556,4.40979,3766,1287,6721103,12165120
5557,4.7226,3766,1287,6724028,12165120
5558,4.68445,3766,1287,6687237,12165120
5559,4.66156,3766,1287,6626413,12165120
5560,4.70734,3766,1287,6627021,12165120
5561,4.68445,3766,1287,6570796,12165120
5562,4.40979,3766,1287,6535238,12165120
5563,5.14221,3766,1287,6451935,12165120
5564,4.776,3766,1287,6502550,12165120
5565,4.45557,3766,1287,6496107,12165120
5566,4.85992,3766,1287,6499916,12165120
5567,5.50079,3766,1287,6511444,12165120
5568,4.17328,3766,1287,6506975,12165120
5569,5.05829,3766,1287,6496914,12165120
5570,4.88281,3766,1287,6497783,12165120
5571,4.98962,3766,1287,6496662,12165120
5572,4.2038,3766,1287,6493021,12165120
5573,5.11932,3766,1287,6508528,12165120
5574,5.15747,3766,1287,6513886,12165120
5575,4.81415,3766,1287,6513142,12165120
5576,4.57001,3766,1287,6512296,12165120
5577,5.24902,3766,1287,6529293,12165120
5578,5.01251,3766,1287,6551754,12165120
5579,4.47845,3766,1287,6550571,12165120
5580,5.14984,3766,1287,6557206,12165120
5581,5.23376,3766,1287,6558347,12165120
5582,4.50897,3766,1287,6559257,12165120
5583,4.96674,3766,1287,6557225,12165120
5584,5.06592,3766,1287,6557205,12165120
5585,4.94385,3766,1287,6557959,12165120
5586,4.88281,3766,1287,6557599,12165120
5587,4.9057,3766,1287,6556550,12165120
5588,5.07355,3766,1287,6557658,12165120
5589,4.84467,3766,1287,6557357,12165120
5590,4.61578,3766,1287,6557825,12165120
5591,5.13458,3766,1287,6557737,12165120
5592,4.71497,3766,1287,6556731,12165120
5593,4.70734,3766,1287,6557421,12165120
5594,5.19562,3766,1287,6557136,12165120
5595,5.58472,3766,1287,6556548,12165120
5596,4.29535,3766,1287,6556950,12165120
5597,4.776,3766,1287,6556994,12165120
5598,5.56183,3766,1287,6554497,12165120
5599,4.43268,3766,1287,6550638,12165120
5600,4.62341,3766,1287,6550252,12165120
5601,5.40161,3766,1287,6540817,12165120
5602,4.61578,3766,1287,6530057,12165120
5603,4.82941,3766,1287,6530936,12165120
5604,5.07355,3766,1287,6517760,12165120
5605,4.60815,3766,1287,6517719,12165120
5606,4.81415,3766,1287,6518563,12165120
5607,5.22614,3766,1287,6466129,12165120
5608,4.76074,3766,1287,6466117,12165120
5609,5.15747,3766,1287,6465582,12165120
5610,4.67682,3766,1287,6447633,12165120
5611,4.95911,3766,1287,6451922,12165120
5612,4.86755,3766,1287,6412083,12165120
5613,5.07355,3766,1287,6388329,12165120
5614,4.63104,3766,1287,6392696,12165120
5615,5.45502,3766,1287,6358182,12165120
5616,4.83704,3766,1287,6332117,12165120
5617,4.65393,3766,1287,6329782,12165120
5618,5.51605,3766,1287,6354391,12165120
5619,4.53186,3766,1287,6371327,12165120
5620,4.61578,3766,1287,6368952,12165120
5621,5.31769,3766,1287,6413769,12165120
5622,4.85992,3766,1287,6461269,12165120
5623,4.60815,3766,1287,6461549,12165120
5624,5.33295,3766,1287,6511885,12165120
5625,4.98962,3766,1287,6578258,12165120
5626,4.67682,3766,1287,6580512,12165120
5627,5.18036,3766,1287,6644318,12165120
5628,5.18799,3766,1287,6698086,12165120
5629,4.71497,3766,1287,6698614,12165120
5630,5.63049,3766,1287,6735703,12165120
5631,4.85229,3766,1287,6709204,12165120
5632,4.95148,3766,1287,6711371,12165120
5633,5.14984,3766,1287,6662459,12165120
5634,4.9057,3766,1287,6612986,12165120
5635,5.09644,3766,1287,6612011,12165120
5636,5.08118,3766,1287,6587565,12165120
5637,4.99725,3766,1287,6568893,12165120
5638,4.85992,3766,1287,6568781,12165120
5639,5.2948,3766,1287,6554625,12165120
5640,4.86755,3766,1287,6544523,12165120
5641,4.7226,3766,1287,6544087,12165120
5642,5.61523,3766,1287,6534525,12165120
5643,4.41742,3766,1287,6527003,12165120
5644,4.57764,3766,1287,6526773,12165120
5645,5.10406,3766,1287,6517491,12165120
5646,5.21088,3766,1287,6512810,12165120
5647,4.63104,3766,1287,6512586,12165120
5648,5.20325,3766,1287,6513370,12165120
5649,4.57001,3766,1287,6506389,12165120
5650,4.80652,3766,1287,6506526,12165120
5651,5.12695,3766,1287,6506109,12165120
5652,5.05066,3766,1287,6506233,12165120
5653,4.61578,3766,1287,6506676,12165120
5654,4.86755,3766,1287,6505923,12165120
5655,5.18799,3766,1287,6506649,12165120
5656,4.7226,3766,1287,6506338,12165120
5657,4.79126,3766,1287,6506278,12165120
5658,5.10406,3766,1287,6505687,12165120
5659,4.56238,3766,1287,6506428,12165120
5660,4.79126,3766,1287,6506431,12165120
5661,4.95148,3766,1287,6506663,12165120
5662,4.92859,3766,1287,6506681,12165120
5663,4.86755,3766,1287,6506713,12165120
5664,4.66919,3766,1287,6506731,12165120
5665,5.40161,3766,1287,6505605,12165120
5666,4.60815,3766,1287,6505714,12165120
5667,4.55475,3766,1287,6507091,12165120
5668,5.34821,3766,1287,6504353,12165120
5669,4.83704,3766,1287,6498726,12165120
5670,4.56238,3766,1287,6498501,12165120
5671,5.02014,3766,1287,6497003,12165120
5672,5.22614,3766,1287,6492803,12165120
5673,4.53186,3766,1287,6491830,12165120
5674,5.20325,3766,1287,6491336,12165120
5675,5.05066,3766,1287,6488402,12165120
5676,4.83704,3766,1287,6487505,12165120
5677,4.94385,3766,1287,6481137,12165120
5678,4.84467,3766,1287,6463925,12165120
5679,4.82941,3766,1287,6468036,12165120
5680,5.11932,3766,1287,6453614,12165120
5681,4.58527,3766,1287,6438327,12165120
5682,5.36346,3766,1287,6436082,12165120
5683,4.6463,3766,1287,6435293,12165120
5684,4.63104,3766,1287,6431536,12165120
5685,4.98199,3766,1287,6425900,12165120
5686,5.09644,3766,1287,6419732,12165120
5687,4.71497,3766,1287,6422718,12165120
5688,4.83704,3766,1287,6409851,12165120
5689,5.14984,3766,1287,6406179,12165120
5690,4.62341,3766,1287,6403563,12165120
5691,4.91333,3766,1287,6407247,12165120
5692,5.05829,3766,1287,6388662,12165120
5693,4.92859,3766,1287,6385099,12165120
5694,5.04303,3766,1287,6384126,12165120
5695,4.89807,3766,1287,6374634,12165120
5696,5.08118,3766,1287,6372831,12165120
5697,5.0354,3766,1287,6358772,12165120
5698,4.37164,3766,1287,6355472,12165120
5699,5.09644,3766,1287,6351898,12165120
5700,4.86755,3766,1287,6348544,12165120
5701,4.85229,3766,1287,6334839,12165120
5702,4.55475,3766,1287,6334109,12165120
5703,5.65338,3766,1287,6336276,12165120
5704,3.95966,3766,1287,6332268,12165120
5705,5.08118,3766,1287,6331660,12165120
5706,4.92859,3766,1287,6328410,12165120
5707,4.69208,3766,1287,6325779,12165120
5708,4.82941,3766,1287,6318164,12165120
5709,4.98199,3766,1286,6318649,12165120
5710,4.6463,3766,1278,6319822,12165120
5711,4.95911,3766,1278,6318741,12165120
5712,4.53949,3766,1278,6314173,12165120
5713,4.98962,3766,1278,6319205,12165120
5714,4.73022,3766,1278,6315160,12165120
5715,4.69208,3766,1278,6318017,12165120
5716,4.9057,3766,1278,6313987,12165120
5717,4.95911,3766,1278,6313190,12165120
5718,4.9057,3766,1278,6314401,12165120
5719,4.50134,3766,1278,6313594,12165120
5720,4.97437,3766,1278,6311410,12165120
5721,4.61578,3766,1278,6315834,12165120
5722,4.63104,3766,1278,6312550,12165120
5723,5.08881,3766,1278,6309430,12165120
5724,4.776,3766,1278,6311218,12165120
5725,4.5166,3766,1278,6311831,12165120
5726,4.70734,3766,1278,6313120,12165120
5727,5.13458,3766,1278,6316051,12165120
5728,4.60815,3766,1278,6317613,12165120
5729,4.53949,3766,1278,6312748,12165120
5730,5.30243,3766,1278,6315790,12165120
5731,4.58527,3766,1278,6313730,12165120
5732,4.57764,3766,1278,6310307,12165120
5733,4.71497,3766,1278,6314364,12165120
5734,4.81415,3766,1278,6313052,12165120
5735,4.67682,3766,1278,6315908,12165120
5736,4.60815,3766,1278,6310722,12165120
5737,5.08118,3766,1278,6314396,12165120
5738,4.67682,3766,1278,6316086,12165120
5739,4.58527,3766,1278,6312804,12165120
5740,4.78363,3766,1278,6317190,12165120
5741,5.27191,3766,1278,6314791,12165120
5742,4.41742,3766,1278,6311914,12165120
5743,4.776,3766,1278,6316263,12165120
5744,4.83704,3766,1278,6315022,12165120
5745,4.85992,3766,1278,6314986,12165120
5746,4.5929,3766,1278,6313865,12165120
5747,4.76837,3766,1278,6315000,12165120
5748,4.92859,3766,1278,6316868,12165120
5749,5.10406,3766,1278,6314182,12165120
5750,4.23431,3766,1278,6315319,12165120
5751,4.93622,3766,1278,6314077,12165120
5752,4.76074,3766,1278,6311607,12165120
5753,4.60052,3766,1278,6315338,12165120
5754,4.65393,3766,1278,6313268,12165120
5755,4.98199,3766,1278,6316128,12165120
5756,4.66156,3766,1278,6313534,12165120
5757,4.73785,3766,1278,6311342,12165120
5758,4.94385,3766,1278,6314007,12165120
5759,4.76837,3766,1278,6315611,12165120
5760,4.63104,3766,1278,6314083,12165120
5761,4.7226,3766,1278,6311118,12165120
5762,5.75256,3766,1278,6315363,12165120
5763,4.02832,3766,1278,6314656,12165120
5764,4.45557,3766,1278,6313289,12165120
5765,4.99725,3766,1278,6312116,12165120
5766,4.86755,3766,1278,6317462,12165120
5767,5.05066,3766,1278,6315346,12165120
5768,4.11224,3766,1278,6313998,12165120
5769,5.11932,3766,1278,6309860,12165120
5770,4.82178,3766,1278,6314717,12165120
5771,4.58527,3766,1278,6315514,12165120
5772,4.95911,3766,1278,6315530,12165120
5773,4.76074,3766,1278,6316042,12165120
5774,4.49371,3766,1278,6312846,12165120
5775,4.60815,3766,1278,6315250,12165120
5776,5.22614,3766,1278,6317683,12165120
5777,4.44031,3766,1278,6312946,12165120
5778,4.62341,3766,1278,6313153,12165120
5779,5.31006,3766,1278,6319724,12165120
5780,4.44031,3766,1278,6314217,12165120
5781,4.58527,3766,1278,6316117,12165120
5782,4.63104,3766,1278,6315386,12165120
5783,4.99725,3766,1278,6312369,12165120
5784,4.63104,3766,1278,6313858,12165120
5785,4.81415,3766,1278,6314249,12165120
5786,4.86755,3766,1278,6311596,12165120
5787,5.02777,3766,1278,6314842,12165120
5788,4.49371,3766,1278,6315818,12165120
5789,4.62341,3766,1278,6315243,12165120
5790,5.22614,3766,1278,6313202,12165120
5791,4.57001,3766,1278,6316308,12165120
5792,5.10406,3766,1278,6313480,12165120
5793,4.93622,3766,1278,6316777,12165120
5794,4.66919,3766,1278,6313675,12165120
5795,4.3335,3766,1278,6311706,12165120
5796,4.92859,3766,1278,6311742,12165120
5797,4.93622,3766,1278,6316382,12165120
5798,4.40979,3766,1278,6312731,12165120
5799,4.81415,3766,1278,6314737,12165120
5800,5.05066,3766,1278,6312274,12165120
5801,4.49371,3766,1278,6310881,12165120
5802,4.88281,3766,1278,6315015,12165120
5803,4.39453,3766,1278,6310842,12165120
5804,5.22614,3766,1278,6312744,12165120
5805,4.6463,3766,1278,6315046,12165120
5806,4.47845,3766,1278,6314923,12165120
5807,5.79071,3766,1278,6314935,12165120
5808,4.48608,3766,1278,6313644,12165120
5809,4.24957,3766,1278,6315816,12165120
5810,4.96674,3766,1278,6310191,12165120
5811,5.02777,3766,1278,6311434,12165120
5812,4.69208,3766,1278,6313658,12165120
5813,4.44794,3766,1278,6312918,12165120
5814,5.35583,3766,1278,6314822,12165120
5815,4.10461,3766,1278,6316548,12165120
5816,4.78363,3766,1278,6316457,12165120
5817,4.68445,3766,1278,6315880,12165120
5818,5.50842,3766,1278,6312370,12165120
5819,4.2038,3766,1278,6312697,12165120
5820,4.53186,3766,1278,6315566,12165120
5821,5.11932,3766,1278,6314980,12165120
5822,5.12695,3766,1278,6314322,12165120
5823,4.54712,3766,1278,6315108,12165120
5824,4.34875,3766,1278,6314882,12165120
5825,5.20325,3766,1278,6313430,12165120
5826,4.61578,3766,1278,6314399,12165120
5827,4.55475,3766,1278,6316632,12165120
5828,4.81415,3766,1278,6313672,12165120
5829,5.04303,3766,1278,6311782,12165120
5830,4.60815,3766,1278,6310890,12165120
5831,4.65393,3766,1278,6309586,12165120
5832,5.64575,3766,1278,6311038,12165120
5833,4.6463,3766,1278,6313803,12165120
5834,4.2572,3766,1278,6316161,12165120
5835,5.37872,3766,1278,6311278,12165120
5836,4.47083,3766,1278,6315337,12165120
5837,4.4632,3766,1278,6316725,12165120
5838,5.05829,3766,1278,6312296,12165120
5839,4.7226,3766,1278,6312309,12165120
5840,5.10406,3766,1278,6315891,12165120
5841,4.39453,3766,1278,6314472,12165120
5842,4.78363,3766,1278,6315594,12165120
5843,4.81415,3766,1278,6315514,12165120
5844,5.32532,3766,1278,6311696,12165120
5845,4.03595,3766,1278,6315411,12165120
5846,4.95148,3766,1278,6316677,12165120
5847,4.81415,3766,1278,6312876,12165120
5848,4.45557,3766,1278,6314482,12165120
5849,5.43976,3766,1278,6314030,12165120
5850,4.18091,3766,1278,6314347,12165120
5851,4.98962,3766,1278,6314656,12165120
5852,4.73022,3766,1278,6314430,12165120
5853,4.96674,3766,1278,6314698,12165120
5854,4.89807,3766,1278,6313036,12165120
5855,4.53186,3766,1278,6312018,12165120
5856,4.94385,3766,1278,6314473,12165120
5857,4.92096,3766,1278,6316078,12165120
5858,5.02777,3766,1278,6316918,12165120
5859,4.05884,3766,1278,6316280,12165120
5860,5.32532,3766,1278,6310815,12165120
5861,4.22668,3766,1278,6314175,12165120
5862,4.95911,3766,1278,6316402,12165120
5863,4.96674,3766,1278,6311094,12165120
5864,4.50897,3766,1278,6313460,12165120
5865,4.66919,3766,1278,6311446,12165120
5866,4.79889,3766,1278,6314896,12165120
5867,4.93622,3766,1278,6312770,12165120
5868,4.48608,3766,1278,6314041,12165120
5869,5.14221,3766,1278,6314993,12165120
5870,4.5166,3766,1278,6313535,12165120
5871,5.02014,3766,1278,6318290,12165120
5872,4.21906,3766,1278,6314104,12165120
5873,5.11169,3766,1278,6313997,12165120
5874,5.0354,3766,1278,6314492,12165120
5875,4.96674,3766,1278,6315093,12165120
5876,4.48608,3766,1278,6313146,12165120
5877,5.17273,3766,1278,6315550,12165120
5878,4.11987,3766,1278,6310278,12165120
5879,4.66156,3766,1278,6315452,12165120
5880,4.82178,3766,1278,6315810,12165120
5881,5.63812,3766,1278,6315972,12165120
5882,3.99017,3766,1278,6316439,12165120
5883,4.67682,3766,1278,6313198,12165120
5884,5.4245,3766,1278,6316439,12165120
5885,4.63867,3766,1278,6313030,12165120
5886,4.40216,3766,1278,6313059,12165120
5887,5.32532,3766,1278,6313185,12165120
5888,4.61578,3766,1278,6316268,12165120
5889,4.55475,3766,1278,6319212,12165120
5890,4.87518,3766,1278,6311146,12165120
5891,4.99725,3766,1278,6312445,12165120
5892,4.37164,3766,1278,6314711,12165120
5893,4.92096,3766,1278,6316378,12165120
5894,4.5166,3766,1278,6316606,12165120
5895,5.20325,3766,1278,6313850,12165120
5896,4.56238,3766,1278,6313541,12165120
5897,4.40979,3766,1278,6315452,12165120
5898,5.62286,3766,1278,6316661,12165120
5899,4.71497,3766,1278,6314095,12165120
5900,4.14276,3766,1278,6313200,12165120
5901,5.02014,3766,1278,6315401,12165120
5902,4.76074,3766,1278,6316177,12165120
5903,4.60815,3766,1278,6316809,12165120
5904,5.39398,3766,1278,6317891,12165120
5905,4.26483,3766,1278,6318478,12165120
5906,5.34821,3766,1278,6314136,12165120
5907,4.26483,3766,1278,6313344,12165120
5908,4.54712,3766,1278,6318148,12165120
5909,4.80652,3766,1278,6316334,12165120
5910,5.04303,3766,1278,6317614,12165120
5911,4.80652,3766,1278,6315554,12165120
5912,4.55475,3766,1278,6316371,12165120
5913,4.98199,3766,1278,6313102,12165120
5914,4.24194,3766,1278,6318165,12165120
5915,5.13458,3766,1278,6315974,12165120
5916,4.76074,3766,1278,6313990,12165120
5917,4.79126,3766,1278,6314497,12165120
5918,4.80652,3766,1278,6317740,12165120
5919,4.82178,3766,1271,6314062,12165120
5920,4.95148,3766,1271,6314542,12165120
5921,4.54712,3766,1271,6318302,12165120
5922,4.81415,3766,1271,6316101,12165120
5923,5.05066,3766,1271,6317625,12165120
5924,4.69971,3766,1271,6312486,12165120
5925,4.39453,3766,1271,6314438,12165120
5926,5.21088,3766,1271,6315242,12165120
5927,4.50134,3766,1271,6314422,12165120
5928,5.01251,3766,1271,6310814,12165120
5929,4.67682,3766,1271,6316029,12165120
5930,4.66156,3766,1271,6311898,12165120
5931,5.01251,3766,1271,6317281,12165120
5932,4.42505,3766,1271,6311670,12165120
5933,4.9057,3766,1271,6312701,12165120
5934,5.07355,3766,1271,6314310,12165120
5935,4.39453,3766,1271,6313987,12165120
5936,4.63104,3766,1271,6317909,12165120
5937,5.69153,3766,1271,6312444,12165120
5938,3.85284,3766,1271,6314054,12165120
5939,4.99725,3766,1271,6314042,12165120
5940,4.87518,3766,1271,6316180,12165120
5941,4.41742,3766,1271,6315246,12165120
5942,5.06592,3766,1271,6316942,12165120
5943,4.62341,3766,1271,6318902,12165120
5944,4.97437,3766,1271,6311189,12165120
5945,4.95148,3766,1271,6315039,12165120
5946,5.07355,3766,1271,6316810,12165120
5947,4.39453,3766,1271,6313495,12165120
5948,4.85229,3766,1271,6317329,12165120
5949,4.71497,3766,1271,6312136,12165120
5950,4.73785,3766,1271,6318598,12165120
5951,5.06592,3766,1271,6310312,12165120
5952,4.37164,3766,1271,6318122,12165120
5953,5.56946,3766,1271,6312734,12165120
5954,4.19617,3766,1271,6317718,12165120
5955,4.56238,3766,1271,6311386,12165120
5956,4.78363,3766,1271,6313950,12165120
5957,4.76837,3766,1271,6311654,12165120
5958,4.76837,3766,1271,6314290,12165120
5959,4.79126,3766,1271,6315270,12165120
5960,5.02014,3766,1271,6311180,12165120
5961,4.44031,3766,1271,6315546,12165120
5962,4.91333,3766,1271,6314250,12165120
5963,4.4632,3766,1271,6314430,12165120
5964,5.11932,3766,1271,6313194,12165120
5965,4.9057,3766,1271,6316605,12165120
5966,4.39453,3766,1271,6313469,12165120
5967,5.32532,3766,1271,6317014,12165120
5968,4.92859,3766,1271,6314294,12165120
5969,4.19617,3766,1271,6311027,12165120
5970,5.02014,3766,1271,6310862,12165120
5971,5.08118,3766,1271,6314618,12165120
5972,4.40979,3766,1271,6314605,12165120
5973,5.46265,3766,1271,6314746,12165120
5974,3.82996,3766,1271,6316526,12165120
5975,5.27191,3766,1271,6310375,12165120
5976,4.66156,3766,1271,6318673,12165120
5977,4.47083,3766,1271,6317002,12165120
5978,5.31769,3766,1271,6316138,12165120
5979,4.44031,3766,1271,6313690,12165120
5980,4.66919,3766,1271,6314520,12165120
5981,4.86755,3766,1271,6314758,12165120
5982,4.9057,3766,1271,6314020,12165120
5983,4.32587,3766,1271,6315030,12165120
5984,5.08881,3766,1271,6316214,12165120
5985,4.61578,3766,1271,6311750,12165120
5986,4.89807,3766,1271,6315646,12165120
5987,4.67682,3766,1271,6314760,12165120
5988,4.45557,3766,1271,6314332,12165120
5989,7.52258,3766,1271,6313960,12165120
5990,2.76184,3766,1271,6313911,12165120
5991,4.34113,3766,1271,6316298,12165120
5992,5.40924,3766,1271,6316073,12165120
5993,4.41742,3766,1271,6315215,12165120
5994,4.53186,3766,1271,6314244,12165120
5995,5.06592,3766,1271,6314358,12165120
5996,4.63867,3766,1271,6314566,12165120
5997,5.0354,3766,1271,6314268,12165120
5998,4.32587,3766,1271,6312727,12165120
5999,5.01251,3766,1271,6309840,12165120
6000,4.89044,3766,1271,6312760,12165120
6001,4.53186,3766,1271,6315515,12165120
6002,4.43268,3766,1271,6313025,12165120
6003,5.67627,3766,1271,6316626,12165120
